code,description,country,state,city,district,abbreviation
CHN065029023,中国-新疆-阿克苏-库车县,中国,新疆,阿克苏,库车县,库车县
CHN065029024,中国-新疆-阿克苏-沙雅县,中国,新疆,阿克苏,沙雅县,沙雅县
CHN065029022,中国-新疆-阿克苏-温宿县,中国,新疆,阿克苏,温宿县,温宿县
CHN065029027,中国-新疆-阿克苏-乌什县,中国,新疆,阿克苏,乌什县,乌什县
CHN065029025,中国-新疆-阿克苏-新和县,中国,新疆,阿克苏,新和县,新和县
CHN065029000,中国-新疆-阿克苏,中国,新疆,阿克苏,阿克苏,
USA0CAACV000,美国-加利福尼亚-阿克塔,美国,加利福尼亚,阿克塔,阿克塔,
KAZ000AKT000,哈萨克斯坦-阿克托别,哈萨克斯坦,阿克托别,阿克托别,,
USA0AKAKK000,美国-阿拉斯加-阿克希奥克,美国,阿拉斯加,阿克希奥克,阿克希奥克,
USA0AKKQA000,美国-阿拉斯加-阿库坦,美国,阿拉斯加,阿库坦,阿库坦,
ROU0000AR000,罗马尼亚-阿拉德,罗马尼亚,阿拉德,阿拉德,,
CHN065092000,中国-新疆-阿拉尔,中国,新疆,阿拉尔,阿拉尔,
BRA0000AL000,巴西-阿拉戈斯,巴西,阿拉戈斯,阿拉戈斯,,
VEN00000D000,委内瑞拉-阿拉瓜,委内瑞拉,阿拉瓜,阿拉瓜,,
CRI00000A000,哥斯达黎加-阿拉胡埃拉,哥斯达黎加,阿拉胡埃拉,阿拉胡埃拉,,
ARM000AGT000,亚美尼亚-阿拉加措特恩,亚美尼亚,阿拉加措特恩,阿拉加措特恩,,
USA0AKAET000,美国-阿拉斯加-阿拉卡基特,美国,阿拉斯加,阿拉卡基特,阿拉卡基特,
USA000AUK000,美国-阿拉克纳克,美国,阿拉克纳克,阿拉克纳克,,
ARM000ARA000,亚美尼亚-阿拉拉特,亚美尼亚,阿拉拉特,阿拉拉特,,
USA0CANGZ000,美国-加利福尼亚-阿拉梅达,美国,加利福尼亚,阿拉梅达,阿拉梅达,
USA0NMALM000,美国-新墨西哥-阿拉莫戈多,美国,新墨西哥,阿拉莫戈多,阿拉莫戈多,
USA0COALS000,美国-科罗拉多-阿拉莫萨,美国,科罗拉多,阿拉莫萨,阿拉莫萨,
KAZ000ALA000,哈萨克斯坦-阿拉木图,哈萨克斯坦,阿拉木图,阿拉木图,,
USA0COAHF000,美国-科罗拉多-阿拉珀霍,美国,科罗拉多,阿拉珀霍,阿拉珀霍,
CHN015029022,中国-内蒙古-阿拉善-阿拉善右旗,中国,内蒙古,阿拉善,阿拉善右旗,阿拉善右旗
CHN015029021,中国-内蒙古-阿拉善-阿拉善左旗,中国,内蒙古,阿拉善,阿拉善左旗,阿拉善左旗
CHN015029023,中国-内蒙古-阿拉善-额济纳旗,中国,内蒙古,阿拉善,额济纳旗,额济纳旗
CHN015029000,中国-内蒙古-阿拉善,中国,内蒙古,阿拉善,阿拉善,
USA0AKWLK000,美国-阿拉斯加-阿拉斯加萨拉维克,美国,阿拉斯加,阿拉斯加萨拉维克,阿拉斯加萨拉维克,
USA0AKWBB000,美国-阿拉斯加-阿拉斯加特宾斯,美国,阿拉斯加,阿拉斯加特宾斯,阿拉斯加特宾斯,
USA0AKWWP000,美国-阿拉斯加-阿拉斯加维尔帕斯,美国,阿拉斯加,阿拉斯加维尔帕斯,阿拉斯加维尔帕斯,
ESP000ALA000,西班牙-阿拉瓦,西班牙,阿拉瓦,阿拉瓦,,
USA0NEAIA000,美国-内布拉斯加-阿莱恩斯,美国,内布拉斯加,阿莱恩斯,阿莱恩斯,
COL000ARA000,哥伦比亚-阿劳卡,哥伦比亚,阿劳卡,阿劳卡,,
CHL0000AR000,智利-阿劳卡尼亚大区,智利,阿劳卡尼亚大区,阿劳卡尼亚大区,,
TUR000AGR000,土耳其-阿勒,土耳其,阿勒,阿勒,,
USA000AMN000,美国-阿勒马,美国,阿勒马,阿勒马,,
USA0AKWKK000,美国-阿拉斯加-阿勒纳季克,美国,阿拉斯加,阿勒纳季克,阿勒纳季克,
SYR0000HL000,叙利亚-阿勒颇,叙利亚,阿勒颇,阿勒颇,,
CHN065043001,中国-新疆-阿勒泰-阿勒泰市,中国,新疆,阿勒泰,阿勒泰市,阿勒泰市
CHN065043021,中国-新疆-阿勒泰-布尔津县,中国,新疆,阿勒泰,布尔津县,布尔津县
CHN065043023,中国-新疆-阿勒泰-福海县,中国,新疆,阿勒泰,福海县,福海县
CHN065043022,中国-新疆-阿勒泰-富蕴县,中国,新疆,阿勒泰,富蕴县,富蕴县
CHN065043024,中国-新疆-阿勒泰-哈巴河县,中国,新疆,阿勒泰,哈巴河县,哈巴河县
CHN065043026,中国-新疆-阿勒泰-吉木乃县,中国,新疆,阿勒泰,吉木乃县,吉木乃县
CHN065043025,中国-新疆-阿勒泰-青河县,中国,新疆,阿勒泰,青河县,青河县
CHN065043000,中国-新疆-阿勒泰,中国,新疆,阿勒泰,阿勒泰,
PER0000AR000,秘鲁-阿雷基帕,秘鲁,阿雷基帕,阿雷基帕,,
KAZ000ARY000,哈萨克斯坦-阿雷斯,哈萨克斯坦,阿雷斯,阿雷斯,,
BEN0000AL000,贝宁-阿黎博里,贝宁,阿黎博里,阿黎博里,,
CHN054025027,中国-西藏-阿里-措勤县,中国,西藏,阿里,措勤县,措勤县
CHN054025023,中国-西藏-阿里-噶尔县,中国,西藏,阿里,噶尔县,噶尔县
CHN054025026,中国-西藏-阿里-改则县,中国,西藏,阿里,改则县,改则县
CHN054025025,中国-西藏-阿里-革吉县,中国,西藏,阿里,革吉县,革吉县
CHN054025021,中国-西藏-阿里-普兰县,中国,西藏,阿里,普兰县,普兰县
CHN054025024,中国-西藏-阿里-日土县,中国,西藏,阿里,日土县,日土县
CHN054025022,中国-西藏-阿里-札达县,中国,西藏,阿里,札达县,札达县
CHN054025000,中国-西藏-阿里,中国,西藏,阿里,阿里,
DJI00000S000,吉布提-阿里萨比赫区,吉布提,阿里萨比赫区,阿里萨比赫区,,
USA000AQY000,美国-阿里耶斯卡,美国,阿里耶斯卡,阿里耶斯卡,,
ESP000ALC000,西班牙-阿利坎特,西班牙,阿利坎特,阿利坎特,,
USA0AKALZ000,美国-阿拉斯加-阿利塔克,美国,阿拉斯加,阿利塔克,阿利塔克,
LTU0000AL000,立陶宛-阿利图斯,立陶宛,阿利图斯,阿利图斯,,
USA0ILJLH000,美国-伊利诺斯-阿灵顿海茨,美国,伊利诺斯,阿灵顿海茨,阿灵顿海茨,
LVA000ALU000,拉脱维亚-阿卢克斯内,拉脱维亚,阿卢克斯内,阿卢克斯内,,
UGA000ARU000,乌干达-阿鲁阿,乌干达,阿鲁阿,阿鲁阿,,
TZA0000AR000,坦桑尼亚-阿鲁沙,坦桑尼亚,阿鲁沙,阿鲁沙,,
USA0PAAEW000,美国-宾夕法尼亚-阿伦敦,美国,宾夕法尼亚,阿伦敦,阿伦敦,
VEN00000Y000,委内瑞拉-阿马库罗三角洲,委内瑞拉,阿马库罗三角洲,阿马库罗三角洲,,
USA0TXAMA000,美国-德克萨斯-阿马里洛,美国,德克萨斯,阿马里洛,阿马里洛,
BRA0000AP000,巴西-阿马帕,巴西,阿马帕,阿马帕,,
TUR000AMA000,土耳其-阿马西亚,土耳其,阿马西亚,阿马西亚,,
PRY0000AM000,巴拉圭-阿曼拜,巴拉圭,阿曼拜,阿曼拜,,
USA000AYZ000,美国-阿米蒂维尔,美国,阿米蒂维尔,阿米蒂维尔,,
NLD000AME000,荷兰-阿默斯福特,荷兰,阿默斯福特,阿默斯福特,,
ETH0000AH000,埃塞俄比亚-阿姆哈拉,埃塞俄比亚,阿姆哈拉,阿姆哈拉,,
USA000AOS000,美国-阿姆克,美国,阿姆克,阿姆克,,
YEM0000AM000,也门-阿姆兰,也门,阿姆兰,阿姆兰,,
NLD000AMS000,荷兰-阿姆斯特丹,荷兰,阿姆斯特丹,阿姆斯特丹,,
USA0LAPTL000,美国-路易斯安那-阿姆斯特朗港,美国,路易斯安那,阿姆斯特朗港,阿姆斯特朗港,
ASM000AAN000,美属萨摩亚-阿纳,美属萨摩亚,阿纳,阿纳,,
RUS000DYR000,俄罗斯-阿纳德尔,俄罗斯,阿纳德尔,阿纳德尔,,
USA000NDV000,美国-阿纳科斯蒂亚,美国,阿纳科斯蒂亚,阿纳科斯蒂亚,,
USA0WAOTS000,美国-华盛顿-阿纳科特斯,美国,华盛顿,阿纳科特斯,阿纳科特斯,
USA0AKAKP000,美国-阿拉斯加-阿纳克图沃克,美国,阿拉斯加,阿纳克图沃克,阿纳克图沃克,
NLD000ARN000,荷兰-阿纳姆,荷兰,阿纳姆,阿纳姆,,
USA000ANA000,美国-阿纳希姆,美国,阿纳希姆,阿纳希姆,,
USA0AKANI000,美国-阿拉斯加-阿尼亚克,美国,阿拉斯加,阿尼亚克,阿尼亚克,
CIV0000AG000,科特迪瓦-阿涅比,科特迪瓦,阿涅比,阿涅比,,
LKA000ADP000,斯里兰卡-阿努拉德普勒,斯里兰卡,阿努拉德普勒,阿努拉德普勒,,
UGA000APC000,乌干达-阿帕克,乌干达,阿帕克,阿帕克,,
ZAF000UTN000,南非-阿平顿,南非,阿平顿,阿平顿,,
NLD000APE000,荷兰-阿珀尔多伦,荷兰,阿珀尔多伦,阿珀尔多伦,,
USA0CAAPV000,美国-加利福尼亚-阿普尔瓦利,美国,加利福尼亚,阿普尔瓦利,阿普尔瓦利,
USA0CACCB000,美国-加利福尼亚-阿普兰,美国,加利福尼亚,阿普兰,阿普兰,
VEN00000C000,委内瑞拉-阿普雷,委内瑞拉,阿普雷,阿普雷,,
PER0000AP000,秘鲁-阿普里马克,秘鲁,阿普里马克,阿普里马克,,
MRT0000AS000,毛里塔尼亚-阿萨巴,毛里塔尼亚,阿萨巴,阿萨巴,,
GHA0000AS000,加纳-阿散蒂,加纳,阿散蒂,阿散蒂,,
NLD000ASS000,荷兰-阿森,荷兰,阿森,阿森,,
USA0OHATO000,美国-俄亥俄-阿森斯,美国,俄亥俄,阿森斯,阿森斯,
ISR000ASH000,以色列-阿什杜德,以色列,阿什杜德,阿什杜德,,
TKM000ASB000,土库曼斯坦-阿什哈巴德市,土库曼斯坦,阿什哈巴德市,阿什哈巴德市,,
USA0KYASX000,美国-肯塔基-阿什兰,美国,肯塔基,阿什兰,阿什兰,
USA000ASY000,美国-阿什利,美国,阿什利,阿什利,,
USA0NCAVL000,美国-北卡罗来纳-阿什维尔,美国,北卡罗来纳,阿什维尔,阿什维尔,
USA0NJARX000,美国-新泽西-阿斯伯里帕克,美国,新泽西,阿斯伯里帕克,阿斯伯里帕克,
ITA000AST000,意大利-阿斯蒂,意大利,阿斯蒂,阿斯蒂,,
ITA000ASP000,意大利-阿斯科利皮切诺,意大利,阿斯科利皮切诺,阿斯科利皮切诺,,
USA0COASE000,美国-科罗拉多-阿斯彭,美国,科罗拉多,阿斯彭,阿斯彭,
KAZ000AST000,哈萨克斯坦-阿斯塔纳市,哈萨克斯坦,阿斯塔纳市,阿斯塔纳市,,
RUS000AST000,俄罗斯-阿斯特拉罕,俄罗斯,阿斯特拉罕,阿斯特拉罕,,
ESP000AST000,西班牙-阿斯图利亚斯,西班牙,阿斯图利亚斯,阿斯图利亚斯,,
USA000AST000,美国-阿斯托里亚,美国,阿斯托里亚,阿斯托里亚,,
EGY000ASW000,埃及-阿斯旺,埃及,阿斯旺,阿斯旺,,
ECU00000A000,厄瓜多尔-阿苏艾,厄瓜多尔,阿苏艾,阿苏艾,,
LAO0000AT000,老挝-阿速坡,老挝,阿速坡,阿速坡,,
CHL0000AT000,智利-阿塔卡马大区,智利,阿塔卡马大区,阿塔卡马大区,,
BEN0000AK000,贝宁-阿塔科拉,贝宁,阿塔科拉,阿塔科拉,,
USA0AKAKB000,美国-阿拉斯加-阿特卡,美国,阿拉斯加,阿特卡,阿特卡,
USA0AKATK000,美国-阿拉斯加-阿特卡什克,美国,阿拉斯加,阿特卡什克,阿特卡什克,
HND0000AT000,洪都拉斯-阿特兰蒂达,洪都拉斯,阿特兰蒂达,阿特兰蒂达,,
KAZ000ATY000,哈萨克斯坦-阿特劳,哈萨克斯坦,阿特劳,阿特劳,,
ASM000ATU000,美属萨摩亚-阿图阿,美属萨摩亚,阿图阿,阿图阿,,
USA0AKATU000,美国-阿拉斯加-阿图岛,美国,阿拉斯加,阿图岛,阿图岛,
SLV0000AH000,萨尔瓦多-阿瓦查潘,萨尔瓦多,阿瓦查潘,阿瓦查潘,,
ESP000AVI000,西班牙-阿维拉,西班牙,阿维拉,阿维拉,,
FRA000AJA000,法国-阿雅克修,法国,阿雅克修,阿雅克修,,
PER0000AY000,秘鲁-阿亚库乔,秘鲁,阿亚库乔,阿亚库乔,,
PRY0000PH000,巴拉圭-阿耶斯总统省,巴拉圭,阿耶斯总统省,阿耶斯总统省,,
TLS0000AL000,东帝汶-阿伊莱乌,东帝汶,阿伊莱乌,阿伊莱乌,,
TLS0000AN000,东帝汶-阿伊纳罗,东帝汶,阿伊纳罗,阿伊纳罗,,
UGA000ADJ000,乌干达-阿朱马尼,乌干达,阿朱马尼,阿朱马尼,,
USA0IDADT000,美国-爱达荷-埃达,美国,爱达荷,埃达,埃达,
NLD000EDE000,荷兰-埃德,荷兰,埃德,埃德,,
CAN000EDM000,加拿大-埃德蒙顿,加拿大,埃德蒙顿,埃德蒙顿,,
USA0AKEDA000,美国-阿拉斯加-埃德纳贝,美国,阿拉斯加,埃德纳贝,埃德纳贝,
TUR000EDI000,土耳其-埃迪尔内,土耳其,埃迪尔内,埃迪尔内,,
ECU00000O000,厄瓜多尔-埃尔奥罗,厄瓜多尔,埃尔奥罗,埃尔奥罗,,
POL000ELB000,波兰-埃尔布隆格,波兰,埃尔布隆格,埃尔布隆格,,
USA0ARELD000,美国-阿肯色-埃尔多拉多,美国,阿肯色,埃尔多拉多,埃尔多拉多,
USA0CAEDK000,美国-加利福尼亚-埃尔多拉多,美国,加利福尼亚,埃尔多拉多,埃尔多拉多,
USA0AKELV000,美国-阿拉斯加-埃尔芬考夫,美国,阿拉斯加,埃尔芬考夫,埃尔芬考夫,
KEN000EMA000,肯尼亚-埃尔格约-马拉奎特,肯尼亚,埃尔格约-马拉奎特,埃尔格约-马拉奎特,,
USA0AREKN000,美国-阿肯色-埃尔金斯,美国,阿肯色,埃尔金斯,埃尔金斯,
TUR000EZC000,土耳其-埃尔津詹,土耳其,埃尔津詹,埃尔津詹,,
USA0CACJN000,美国-加利福尼亚-埃尔卡洪,美国,加利福尼亚,埃尔卡洪,埃尔卡洪,
USA0NVEKO000,美国-内华达-埃尔科,美国,内华达,埃尔科,埃尔科,
USA0OKELK000,美国-俄克拉荷马-埃尔克城,美国,俄克拉荷马,埃尔克城,埃尔克城,
USA0INEKI000,美国-印第安那-埃尔克哈特,美国,印第安那,埃尔克哈特,埃尔克哈特,
TLS0000ER000,东帝汶-埃尔梅拉,东帝汶,埃尔梅拉,埃尔梅拉,,
USA0CAEMT000,美国-加利福尼亚-埃尔蒙特,美国,加利福尼亚,埃尔蒙特,埃尔蒙特,
HND0000PA000,洪都拉斯-埃尔帕拉伊索,洪都拉斯,埃尔帕拉伊索,埃尔帕拉伊索,,
USA0TXELP000,美国-德克萨斯-埃尔帕索,美国,德克萨斯,埃尔帕索,埃尔帕索,
GTM0000PR000,危地马拉-埃尔普罗格雷索,危地马拉,埃尔普罗格雷索,埃尔普罗格雷索,,
TUR000EZR000,土耳其-埃尔祖鲁姆,土耳其,埃尔祖鲁姆,埃尔祖鲁姆,,
USA0PAEPH000,美国-宾夕法尼亚-埃夫拉塔,美国,宾夕法尼亚,埃夫拉塔,埃夫拉塔,
USA0MNEVM000,美国-明尼苏达-埃弗莱斯,美国,明尼苏达,埃弗莱斯,埃弗莱斯,
USA0WAPAE000,美国-华盛顿-埃弗里特,美国,华盛顿,埃弗里特,埃弗里特,
KAZ000EKB000,哈萨克斯坦-埃基巴斯图兹,哈萨克斯坦,埃基巴斯图兹,埃基巴斯图兹,,
GBRENGEXE000,英国-英格兰-埃克塞特,英国,英格兰,埃克塞特,埃克塞特,
USA0AKKKU000,美国-阿拉斯加-埃库克,美国,阿拉斯加,埃库克,埃库克,
USA0AKKEK000,美国-阿拉斯加-埃阔克,美国,阿拉斯加,埃阔克,埃阔克,
TUR000ELA000,土耳其-埃拉泽,土耳其,埃拉泽,埃拉泽,,
USA000ERR000,美国-埃勒尔,美国,埃勒尔,埃勒尔,,
USA0AKELW000,美国-阿拉斯加-埃勒马尔,美国,阿拉斯加,埃勒马尔,埃勒马尔,
CRI00000H000,哥斯达黎加-埃雷迪亚,哥斯达黎加,埃雷迪亚,埃雷迪亚,,
ARM000EVN000,亚美尼亚-埃里温市,亚美尼亚,埃里温市,埃里温市,,
USA0AKELI000,美国-阿拉斯加-埃利姆,美国,阿拉斯加,埃利姆,埃利姆,
RUS000ESL000,俄罗斯-埃利斯塔,俄罗斯,埃利斯塔,埃利斯塔,,
NAM0000ER000,纳米比亚-埃龙戈,纳米比亚,埃龙戈,埃龙戈,,
USA0WAELN000,美国-华盛顿-埃伦斯堡,美国,华盛顿,埃伦斯堡,埃伦斯堡,
NLD000EMM000,荷兰-埃门,荷兰,埃门,埃门,,
USA0AKEMK000,美国-阿拉斯加-埃莫纳克,美国,阿拉斯加,埃莫纳克,埃莫纳克,
MEX000HMO000,墨西哥-埃莫西约,墨西哥,埃莫西约,埃莫西约,,
USA0GAAHH000,美国-佐治亚-埃默里,美国,佐治亚,埃默里,埃默里,
USA0IAAMW000,美国-爱荷华-埃姆斯,美国,爱荷华,埃姆斯,埃姆斯,
BEL000WHT000,比利时-埃诺,比利时,埃诺,埃诺,,
MEX000CAM000,墨西哥-埃佩切,墨西哥,埃佩切,埃佩切,,
USA0WIEDG000,美国-威斯康星-埃奇伍德,美国,威斯康星,埃奇伍德,埃奇伍德,
GUY0000EW000,圭亚那-埃塞奎博群岛-西德梅拉拉,圭亚那,埃塞奎博群岛-西德梅拉拉,埃塞奎博群岛-西德梅拉拉,,
FIN000ESP000,芬兰-埃斯波,芬兰,埃斯波,埃斯波,,
TUR000ESK000,土耳其-埃斯基谢希尔,土耳其,埃斯基谢希尔,埃斯基谢希尔,,
USA0MIESC000,美国-密歇根-埃斯卡纳巴,美国,密歇根,埃斯卡纳巴,埃斯卡纳巴,
GTM0000ES000,危地马拉-埃斯昆特拉,危地马拉,埃斯昆特拉,埃斯昆特拉,,
