alias,code,vendor_type,language
Cordoba,ARG000COR000,citsae,zh_cn
圣马丁德洛斯安迪斯,ARG000002000,citsae,zh_cn
Carmen De Patagones,ARG000039000,citsae,zh_cn
科莫多罗·里瓦达维亚,ARG000CRD000,citsae,zh_cn
赛雷斯,ARG000061000,citsae,zh_cn
Coronel Suarez,ARG000065000,citsae,zh_cn
卡塔马尔卡,ARG000003000,citsae,zh_cn
库特拉尔科,ARG000040000,citsae,zh_cn
Caviahue,ARG000016000,citsae,zh_cn
Caleta Olivia,ARG000034000,citsae,zh_cn
埃尔博尔松,ARG000031000,citsae,zh_cn
Eldorado,ARG000032000,citsae,zh_cn
埃尔梅滕,ARG000020000,citsae,zh_cn
埃斯克尔,ARG000004000,citsae,zh_cn
福莫萨,ARG000FMA000,citsae,zh_cn
古佛纳多尔格雷,ARG000037000,citsae,zh_cn
瓜累乖丘,ARG000038000,citsae,zh_cn
罗卡将军（镇）,ARG000021000,citsae,zh_cn
皮科将军（镇）,ARG000056000,citsae,zh_cn
Chos Malal,ARG000058000,citsae,zh_cn
英贾科巴西,ARG000070000,citsae,zh_cn
伊瓜朱,ARG000012000,citsae,zh_cn
拉里奥哈,ARG000IRJ000,citsae,zh_cn
胡宁,PER0000JU000,citsae,zh_cn
何塞―德圣马丁,ARG000063000,citsae,zh_cn
胡胡伊,ARG000JUJ000,citsae,zh_cn
La Cumbre,ARG000014000,citsae,zh_cn
Loncopue,ARG000050000,citsae,zh_cn
Malargue,ARG000013000,citsae,zh_cn
Las Heras,ARG000044000,citsae,zh_cn
拉斯洛米塔斯,ARG000045000,citsae,zh_cn
洛斯梅努科斯,ARG000051000,citsae,zh_cn
La Plata,ARG000LPG000,citsae,zh_cn
圣路易斯,ARG000LUQ000,citsae,zh_cn
蒙特卡塞罗斯,ARG000024000,citsae,zh_cn
马德普拉塔,ARG000MDQ000,citsae,zh_cn
Mercedes,ARG000023000,citsae,zh_cn
Mendoza,ARG000MDZ000,citsae,zh_cn
Miramar,ARG000053000,citsae,zh_cn
马金乔,ARG000052000,citsae,zh_cn
内科切阿,ARG000015000,citsae,zh_cn
内乌肯,ARG000NQN000,citsae,zh_cn
西圣安东尼奥,ARG000068000,citsae,zh_cn
科洛尼亚萨米恩托,ARG000059000,citsae,zh_cn
Olavarria,ARG000025000,citsae,zh_cn
哥亚,ARG000022000,citsae,zh_cn
特雷斯阿罗约斯,ARG000066000,citsae,zh_cn
佩瓦霍,ARG000026000,citsae,zh_cn
佩里托莫雷诺,ARG000055000,citsae,zh_cn
Puerto Madryn,ARG000005000,citsae,zh_cn
帕拉那,ARG000PRA000,citsae,zh_cn
罗克萨恩斯,ARG000057000,citsae,zh_cn
波萨达斯,ARG000PSS000,citsae,zh_cn
德塞阿多港,ARG000027000,citsae,zh_cn
Reconquista,ARG000028000,citsae,zh_cn
里奥夸尔托,ARG000RCU000,citsae,zh_cn
Rincon de los Sauces,ARG000049000,citsae,zh_cn
特雷利乌,ARG000REL000,citsae,zh_cn
雷西斯滕西亚,ARG000006000,citsae,zh_cn
里奥格朗德,ARG000007000,citsae,zh_cn
里奥加耶戈斯,ARG000RGL000,citsae,zh_cn
Rio Hondo,ARG000048000,citsae,zh_cn
Rosario,ARG000ROS000,citsae,zh_cn
里奥马约,ARG000046000,citsae,zh_cn
圣罗莎,ARG000RSA000,citsae,zh_cn
里奥图尔维奥（矿区）,ARG000047000,citsae,zh_cn
圣菲,ARG000SFN000,citsae,zh_cn
谢拉格兰德,ARG000069000,citsae,zh_cn
萨尔塔,ARG000SLA000,citsae,zh_cn
Santa Teresita,ARG000064000,citsae,zh_cn
坦迪尔,ARG000018000,citsae,zh_cn
Tartagal,ARG000029000,citsae,zh_cn
图库曼,ARG000009000,citsae,zh_cn
圣胡安,ARG000UAQ000,citsae,zh_cn
圣胡利安,ARG000062000,citsae,zh_cn
乌斯怀亚,ARG000USH000,citsae,zh_cn
库鲁苏夸蒂亚,ARG000043000,citsae,zh_cn
巴尔切塔,ARG000035000,citsae,zh_cn
别德马,ARG000VDM000,citsae,zh_cn
Villa Dolores,ARG000030000,citsae,zh_cn
比耶加斯将军镇,ARG000067000,citsae,zh_cn
Villa Gesell,ARG000019000,citsae,zh_cn
梅塞德斯镇,ARG000010000,citsae,zh_cn
Fitiuta,ASM000003000,citsae,zh_cn
帕果帕果,ASM000001000,citsae,zh_cn
塔乌岛,ASM000002000,citsae,zh_cn
St Anton,AUT000005000,citsae,zh_cn
格拉茨,AUT000001000,citsae,zh_cn
Hohenems,AUT000004000,citsae,zh_cn
因斯布鲁克,AUT000003000,citsae,zh_cn
林茨,AUT000002000,citsae,zh_cn
萨尔茨堡,AUT000SZG000,citsae,zh_cn
维也纳,AUT000VDD000,citsae,zh_cn
Zurs/Lech,AUT000006000,citsae,zh_cn
阿拉伯里,AUS000130000,citsae,zh_cn
阿尔发,AUS000131000,citsae,zh_cn
巴马加,AUS000132000,citsae,zh_cn
奥尔伯里,AUS000007000,citsae,zh_cn
阿德莱德,AUS0SAADL000,citsae,zh_cn
安达穆卡,AUS000133000,citsae,zh_cn
Agnew,AUS000134000,citsae,zh_cn
Argyle Downs,AUS000135000,citsae,zh_cn
奥尔巴尼,AUS0WAALH000,citsae,zh_cn
Amata,AUS000013000,citsae,zh_cn
Ammaroo,AUS000014000,citsae,zh_cn
Angus Downs,AUS000015000,citsae,zh_cn
阿米代尔,AUS000012000,citsae,zh_cn
亚拉拉特,AUS000016000,citsae,zh_cn
Alice Springs,AUS000002000,citsae,zh_cn
奥克斯特当斯,AUS000017000,citsae,zh_cn
奥鲁昆,AUS000018000,citsae,zh_cn
Auvergne,AUS000019000,citsae,zh_cn
Alton Downs,AUS000020000,citsae,zh_cn
Austral Downs,AUS000021000,citsae,zh_cn
阿拉马克,AUS000022000,citsae,zh_cn
Alexandria,ITA000ALE000,citsae,zh_cn
奥尔罗伊当斯,AUS000023000,citsae,zh_cn
Anthony Lagoon,AUS000024000,citsae,zh_cn
亚逸斯礁,AUS000025000,citsae,zh_cn
Ayr,AUS000026000,citsae,zh_cn
巴卡尔丁,AUS000027000,citsae,zh_cn
博尔沃拉,AUS000028000,citsae,zh_cn
Bickerton Island,AUS000029000,citsae,zh_cn
邦达伯格,AUS000030000,citsae,zh_cn
巴都岛,AUS000031000,citsae,zh_cn
Bedford Downs,AUS000032000,citsae,zh_cn
Beagle Bay,AUS000033000,citsae,zh_cn
纽卡斯尔,AUSNSWNTL000,citsae,zh_cn
贝杜里,AUS000034000,citsae,zh_cn
布卢姆菲尔德,AUS000035000,citsae,zh_cn
布朗肯山,AUS000036000,citsae,zh_cn
Bathurst,AUS000037000,citsae,zh_cn
Brighton Downs,AUS000038000,citsae,zh_cn
Bulimba,AUS000039000,citsae,zh_cn
比利卢纳,AUS000040000,citsae,zh_cn
巴克利当斯,AUS000041000,citsae,zh_cn
布莱克尔,AUS000042000,citsae,zh_cn
Benalla,AUS000043000,citsae,zh_cn
Bollon,AUS000044000,citsae,zh_cn
布莱克沃特,AUS000045000,citsae,zh_cn
布鲁姆,AUS000003000,citsae,zh_cn
布拉姆顿岛,AUS000046000,citsae,zh_cn
布里斯班,AUSQLDBNE000,citsae,zh_cn
巴利纳,AUS000047000,citsae,zh_cn
博罗卢拉,AUS000048000,citsae,zh_cn
Busselton,AUS000004000,citsae,zh_cn
布利亚,AUS000049000,citsae,zh_cn
巴尔戈希尔,AUS000050000,citsae,zh_cn
Bright,AUS000051000,citsae,zh_cn
伯克,AUS000052000,citsae,zh_cn
巴瑟斯特岛,AUS000053000,citsae,zh_cn
拜恩斯代尔,AUS000054000,citsae,zh_cn
布鲁内特,AUS000055000,citsae,zh_cn
Betoota,AUS000056000,citsae,zh_cn
伯克敦,AUS000057000,citsae,zh_cn
班伯里,AUS0WABUY000,citsae,zh_cn
伯兹维尔,AUS000058000,citsae,zh_cn
Batavia Downs,AUS000059000,citsae,zh_cn
Beverley Springs,AUS000060000,citsae,zh_cn
巴罗岛,AUS000061000,citsae,zh_cn
布雷沃里纳,AUS000062000,citsae,zh_cn
伯尼,AUS000063000,citsae,zh_cn
Bendigo,AUS000065000,citsae,zh_cn
巴尼亚拉,AUS000066000,citsae,zh_cn
巴尔拉纳德,AUS000067000,citsae,zh_cn
Bizant,AUS000068000,citsae,zh_cn
科巴,AUS000069000,citsae,zh_cn
Cherrabun,AUS000485000,citsae,zh_cn
Cape Barren Island,AUS000283000,citsae,zh_cn
堪培拉,AUSACT000000,citsae,zh_cn
肯多伯冷,AUS000359000,citsae,zh_cn
卡诺比,AUS000352000,citsae,zh_cn
Chinchilla,AUS000268000,citsae,zh_cn
考厄尔,AUS000361000,citsae,zh_cn
库英达,AUS000184000,citsae,zh_cn
克罗伊登,AUS000365000,citsae,zh_cn
卡姆登,AUS000209000,citsae,zh_cn
塞杜纳,AUS000070000,citsae,zh_cn
塞斯诺克,AUS000203000,citsae,zh_cn
克利夫顿希尔斯,AUS000371000,citsae,zh_cn
Camfield,AUS000350000,citsae,zh_cn
Carpentaria Downs,AUS000343000,citsae,zh_cn
科夫斯港,AUS000071000,citsae,zh_cn
Caiguna,AUS000357000,citsae,zh_cn
Collie,AUS000263000,citsae,zh_cn
克鲁克岛,AUS000373000,citsae,zh_cn
库拉,AUS000377000,citsae,zh_cn
坎纳马拉,AUS000072000,citsae,zh_cn
库达门德,AUS000261000,citsae,zh_cn
Camooweal,AUS000351000,citsae,zh_cn
克莱蒙,AUS000262000,citsae,zh_cn
库南布尔,AUS000073000,citsae,zh_cn
科科纳特岛,AUS000074000,citsae,zh_cn
克朗克里,AUS000075000,citsae,zh_cn
Cairns,AUSQLDCNS000,citsae,zh_cn
Coolibah,AUS000381000,citsae,zh_cn
库纳巴拉,AUS000198000,citsae,zh_cn
Coolawanyah,AUS000380000,citsae,zh_cn
库伯佩迪,AUS000076000,citsae,zh_cn
Cape Flattery,AUS000356000,citsae,zh_cn
Collarenebri,AUS000366000,citsae,zh_cn
Cherribah,AUS000486000,citsae,zh_cn
Coorabie,AUS000378000,citsae,zh_cn
Carlton Hill,AUS000345000,citsae,zh_cn
Cresswell Downs,AUS000368000,citsae,zh_cn
卡西诺,AUS000210000,citsae,zh_cn
查理维尔,AUS000077000,citsae,zh_cn
库克敦,AUS000078000,citsae,zh_cn
Cattle Creek,AUS000355000,citsae,zh_cn
卡罗旺德拉,AUS000008000,citsae,zh_cn
Cudal,AUS000375000,citsae,zh_cn
科恩,AUS000079000,citsae,zh_cn
库埃,AUS000374000,citsae,zh_cn
克利夫,AUS000370000,citsae,zh_cn
卡那封,AUS000080000,citsae,zh_cn
考阿里,AUS000362000,citsae,zh_cn
考拉,AUS000213000,citsae,zh_cn
Corowa,AUS000212000,citsae,zh_cn
Christmas Creek,AUS000369000,citsae,zh_cn
查特斯堡,AUS000267000,citsae,zh_cn
Corryong,AUS000363000,citsae,zh_cn
Cluny,AUS000372000,citsae,zh_cn
Dauan Island,AUS000292000,citsae,zh_cn
达博,AUS000081000,citsae,zh_cn
达尔比,AUS000245000,citsae,zh_cn
德尔塔顿斯,AUS000293000,citsae,zh_cn
Drumduff,AUS000294000,citsae,zh_cn
Dalgaranga,AUS000285000,citsae,zh_cn
马奇,AUS000082000,citsae,zh_cn
达勒姆当斯,AUS000286000,citsae,zh_cn
邓克岛,AUS000083000,citsae,zh_cn
多克尔河,AUS000304000,citsae,zh_cn
Dulkaninna,AUS000303000,citsae,zh_cn
德利萨维尔,AUS000296000,citsae,zh_cn
杜马德吉,AUS000084000,citsae,zh_cn
邓巴,AUS000297000,citsae,zh_cn
Doongan,AUS000302000,citsae,zh_cn
登哈姆,AUS000214000,citsae,zh_cn
德尼利昆,AUS000215000,citsae,zh_cn
当加拉,AUS000216000,citsae,zh_cn
德文波特,AUSTASDPO000,citsae,zh_cn
达尔比,GBRENGDER000,citsae,zh_cn
多隆达,AUS000305000,citsae,zh_cn
迪兰本,AUS000299000,citsae,zh_cn
达里,AUS000287000,citsae,zh_cn
达尔文,AUS0NTDRW000,citsae,zh_cn
Drysdale River,AUS000295000,citsae,zh_cn
Davenport Downs,AUS000288000,citsae,zh_cn
戴利里弗,AUS000290000,citsae,zh_cn
Dixie,AUS000298000,citsae,zh_cn
代沙尔特,AUS000300000,citsae,zh_cn
Diamantina Lakes,AUS000301000,citsae,zh_cn
戴利沃特,AUS000291000,citsae,zh_cn
伊丘卡,AUS000185000,citsae,zh_cn
Erldunda,AUS000276000,citsae,zh_cn
爱德华里弗,AUS000085000,citsae,zh_cn
艾恩斯利,AUS000275000,citsae,zh_cn
埃尔雷克德拉,AUS000273000,citsae,zh_cn
埃尔科岛,AUS000086000,citsae,zh_cn
埃默拉尔德,AUS000087000,citsae,zh_cn
埃尼亚巴,AUS000274000,citsae,zh_cn
埃斯佩兰斯,AUS000088000,citsae,zh_cn
埃纳贝拉,AUS000306000,citsae,zh_cn
伊特丹纳,AUS000553000,citsae,zh_cn
尤克拉,AUS000476000,citsae,zh_cn
伊娃当斯,AUS000554000,citsae,zh_cn
Evans Head,AUS000269000,citsae,zh_cn
Exmouth Gulf,AUS000186000,citsae,zh_cn
Finke,AUS000308000,citsae,zh_cn
菲茨罗伊克罗辛,AUS000136000,citsae,zh_cn
Falls Creek,AUS000312000,citsae,zh_cn
弗林德斯岛,AUS000310000,citsae,zh_cn
芬利,AUS000309000,citsae,zh_cn
Forrest,AUS000313000,citsae,zh_cn
福斯特,AUS000196000,citsae,zh_cn
福布斯,AUS000246000,citsae,zh_cn
Fossil Downs,AUS000314000,citsae,zh_cn
Flora Valley,AUS000311000,citsae,zh_cn
盖恩达,AUS000315000,citsae,zh_cn
古尔本岛,AUS000325000,citsae,zh_cn
Gamboola,AUS000316000,citsae,zh_cn
吉布里弗,AUS000336000,citsae,zh_cn
戈登当斯,AUS000317000,citsae,zh_cn
George Town,AUS000484000,citsae,zh_cn
杰拉尔敦,AUS000137000,citsae,zh_cn
吉朗,AUSVICGEX000,citsae,zh_cn
格伦费尔,AUS000323000,citsae,zh_cn
格里菲斯,AUS000138000,citsae,zh_cn
格拉夫顿,AUS000139000,citsae,zh_cn
格雷戈里当斯,AUS000321000,citsae,zh_cn
博伊古岛,AUS000140000,citsae,zh_cn
大克佩尔（岛）,AUS000289000,citsae,zh_cn
格伦吉尔,AUS000324000,citsae,zh_cn
格伦因尼斯,AUS000141000,citsae,zh_cn
Glenormiston,AUS000320000,citsae,zh_cn
格拉德斯通,AUS000142000,citsae,zh_cn
Goldsworthy,AUS000318000,citsae,zh_cn
贡迪温,AUS000217000,citsae,zh_cn
戈斯福德,AUS000197000,citsae,zh_cn
戈夫,AUS000143000,citsae,zh_cn
加登波恩特,AUS000337000,citsae,zh_cn
加斯克因章克申,AUS000338000,citsae,zh_cn
Mount Gunson,AUS000437000,citsae,zh_cn
格鲁特岛,AUS000144000,citsae,zh_cn
Granites,AUS000319000,citsae,zh_cn
乔治敦,AUS000483000,citsae,zh_cn
冈讷达,AUS000264000,citsae,zh_cn
古尔本,AUS000188000,citsae,zh_cn
格林韦尔,AUS000322000,citsae,zh_cn
Argyle,AUS000272000,citsae,zh_cn
金皮,AUS000218000,citsae,zh_cn
Heathlands,AUS000540000,citsae,zh_cn
霍巴特,AUSTASHBA000,citsae,zh_cn
霍尔兹克里克,AUS000145000,citsae,zh_cn
休恩登,AUS000146000,citsae,zh_cn
霍恩岛,AUS000147000,citsae,zh_cn
Highbury,AUS000326000,citsae,zh_cn
Hook Island,AUS000331000,citsae,zh_cn
Headingly,AUS000328000,citsae,zh_cn
海曼岛,AUS000148000,citsae,zh_cn
Hillside,AUS000538000,citsae,zh_cn
St Helens,USA0ORSTH000,citsae,zh_cn
海林维尔,AUS000220000,citsae,zh_cn
Hermannsburg,AUS000327000,citsae,zh_cn
欣钦布鲁克（岛）,AUS000542000,citsae,zh_cn
胡克克里克,AUS000332000,citsae,zh_cn
Hope Vale,AUS000334000,citsae,zh_cn
Heron Island,AUS000189000,citsae,zh_cn
Henbury,AUS000329000,citsae,zh_cn
Horsham,AUS000190000,citsae,zh_cn
汉密尔顿岛,AUS000149000,citsae,zh_cn
霍普敦,AUS000335000,citsae,zh_cn
Humbert River,AUS000330000,citsae,zh_cn
赫维湾,AUS000005000,citsae,zh_cn
霍克尔,AUS000247000,citsae,zh_cn
赫伊,AUS000219000,citsae,zh_cn
印度尔卡纳,AUS000556000,citsae,zh_cn
伊夫雷,AUS000552000,citsae,zh_cn
因尼斯费尔,AUS000559000,citsae,zh_cn
英厄姆,AUS000221000,citsae,zh_cn
英克曼,AUS000560000,citsae,zh_cn
Injune,AUS000252000,citsae,zh_cn
因纳明卡,AUS000558000,citsae,zh_cn
洛克哈特,AUS000150000,citsae,zh_cn
芒特艾萨,AUS000151000,citsae,zh_cn
艾西斯福德,AUS000555000,citsae,zh_cn
因弗雷尔,AUS000152000,citsae,zh_cn
因弗韦,AUS000557000,citsae,zh_cn
贾比茹,AUS000339000,citsae,zh_cn
Jandakot,AUS000562000,citsae,zh_cn
朱利亚河,AUS000153000,citsae,zh_cn
Fremantle,AUS000009000,citsae,zh_cn
Jundah,AUS000487000,citsae,zh_cn
Jurien Bay,AUS000222000,citsae,zh_cn
墨尔本,AUSVICMEL000,citsae,zh_cn
卡尔巴里,AUS000191000,citsae,zh_cn
Kirkimbie,AUS000537000,citsae,zh_cn
Kimberley Downs,AUS000340000,citsae,zh_cn
Kings Canyon,AUS000341000,citsae,zh_cn
施特累基湾,AUS000236000,citsae,zh_cn
科林斯维尔,AUS000364000,citsae,zh_cn
Kings Creek Station,AUS000342000,citsae,zh_cn
坎博尔达,AUS000358000,citsae,zh_cn
卡马兰·多,AUS000348000,citsae,zh_cn
卡尔库龙,AUS000182000,citsae,zh_cn
金斯科特,AUS000154000,citsae,zh_cn
卡尔古利,AUS0WAKGI000,citsae,zh_cn
Kulgera,AUS000346000,citsae,zh_cn
金格罗伊,AUS000223000,citsae,zh_cn
Koolburra,AUS000376000,citsae,zh_cn
卡米勒罗依,AUS000349000,citsae,zh_cn
Katanning,AUS000354000,citsae,zh_cn
库努纳拉,AUS000155000,citsae,zh_cn
库勒塔,AUS000379000,citsae,zh_cn
卡尔波沃,AUS000344000,citsae,zh_cn
肯普西,AUS000156000,citsae,zh_cn
Koonibba,AUS000383000,citsae,zh_cn
Kerang,AUS000367000,citsae,zh_cn
卡兰巴,AUS000157000,citsae,zh_cn
Kurundi,AUS000382000,citsae,zh_cn
Springvale,AUS000497000,citsae,zh_cn
卡拉特哈,AUS000158000,citsae,zh_cn
凯瑟琳,AUS000159000,citsae,zh_cn
库宾岛,AUS000160000,citsae,zh_cn
科瓦尼阿马,AUS000161000,citsae,zh_cn
Yangoonabie,AUS000549000,citsae,zh_cn
Yeelirrie,AUS000550000,citsae,zh_cn
Yalata Mission,AUS000546000,citsae,zh_cn
Balcanoona,AUS000282000,citsae,zh_cn
林德曼岛,AUS000181000,citsae,zh_cn
豪勋爵岛,AUS000162000,citsae,zh_cn
Landsdowne,AUS000391000,citsae,zh_cn
利尔蒙斯,AUS000163000,citsae,zh_cn
莱克埃委拉,AUS000164000,citsae,zh_cn
伦斯特,AUS000165000,citsae,zh_cn
莱克菲尔德,AUS000387000,citsae,zh_cn
Lake Gregory,AUS000388000,citsae,zh_cn
利克里克,AUS000395000,citsae,zh_cn
莱特宁岭,AUS000166000,citsae,zh_cn
林布尼亚,AUS000397000,citsae,zh_cn
Lakeland Downs,AUS000389000,citsae,zh_cn
奇拉戈,AUS000167000,citsae,zh_cn
Lissadell,AUS000396000,citsae,zh_cn
Linda Downs,AUS000398000,citsae,zh_cn
莱克纳什,AUS000390000,citsae,zh_cn
利奥诺拉,AUS000168000,citsae,zh_cn
洛雷恩,AUS000414000,citsae,zh_cn
Lock,AUS000413000,citsae,zh_cn
朗里奇,AUS000169000,citsae,zh_cn
利斯莫尔,AUS000170000,citsae,zh_cn
拉特罗布,AUS000224000,citsae,zh_cn
Lyndhurst,AUS000399000,citsae,zh_cn
洛特斯韦尔（迈拉韦尔）,AUS000415000,citsae,zh_cn
Laura Station,AUS000394000,citsae,zh_cn
劳拉,AUS000393000,citsae,zh_cn
拉弗顿,AUS000171000,citsae,zh_cn
朗希尔,AUS000392000,citsae,zh_cn
Lady Elliot Island,AUS000386000,citsae,zh_cn
利泽德岛,AUS000172000,citsae,zh_cn
马布尔巴,AUS000416000,citsae,zh_cn
Mount Buffalo,AUS000431000,citsae,zh_cn
马里伯勒,AUS000173000,citsae,zh_cn
Mt.Barnett,AUS000432000,citsae,zh_cn
Moorabbin,AUS000227000,citsae,zh_cn
McArthur River,AUS000174000,citsae,zh_cn
马鲁奇多,AUS000175000,citsae,zh_cn
莫顿,AUS000452000,citsae,zh_cn
Mount Fullstop,AUS000433000,citsae,zh_cn
马纳斯克里克,AUS000428000,citsae,zh_cn
芒特甘比尔,AUS000176000,citsae,zh_cn
米林金比,AUS000177000,citsae,zh_cn
马格丽特里弗,AUS000424000,citsae,zh_cn
Macmahon Camp Four,AUS000353000,citsae,zh_cn
Mount House,AUS000434000,citsae,zh_cn
Mount Hotham,AUS000178000,citsae,zh_cn
米切尔山口,AUS000447000,citsae,zh_cn
默里姆布拉,AUS000179000,citsae,zh_cn
明尼帕,AUS000451000,citsae,zh_cn
Mittiebah,AUS000443000,citsae,zh_cn
Mainoru,AUS000425000,citsae,zh_cn
Monkey Mia,AUS000180000,citsae,zh_cn
Manjimup,AUS000259000,citsae,zh_cn
米卡萨拉,AUS000001000,citsae,zh_cn
Mt Cavenagh,AUS000435000,citsae,zh_cn
麦凯,AUS000006000,citsae,zh_cn
米利森特,AUS000270000,citsae,zh_cn
默卢纳,AUS000427000,citsae,zh_cn
芒特马格尼特,AUS000089000,citsae,zh_cn
米德莱蒙,AUS000266000,citsae,zh_cn
芒杰兰尼,AUS000442000,citsae,zh_cn
马宁里达,AUS000090000,citsae,zh_cn
蒙托,AUS000271000,citsae,zh_cn
Mountain Valley,AUS000440000,citsae,zh_cn
Macdonald Downs,AUS000426000,citsae,zh_cn
蒙巴,AUS000457000,citsae,zh_cn
莫兰巴,AUS000254000,citsae,zh_cn
Mandora,AUS000429000,citsae,zh_cn
Marqua,AUS000419000,citsae,zh_cn
米尔迪拉,AUS000091000,citsae,zh_cn
Margaret River,AUS000011000,citsae,zh_cn
马里巴,AUS000248000,citsae,zh_cn
Miner's Lake,AUS000450000,citsae,zh_cn
Marla,AUS000418000,citsae,zh_cn
莫里,AUS000092000,citsae,zh_cn
Mount Swan,AUS000439000,citsae,zh_cn
Mt Sanford,AUS000438000,citsae,zh_cn
梅特兰,AUS000199000,citsae,zh_cn
米切尔,AUS000446000,citsae,zh_cn
Mulga Park,AUS000417000,citsae,zh_cn
Muccan,AUS000456000,citsae,zh_cn
麦克斯维尔,AUS000225000,citsae,zh_cn
Mulka,AUS000458000,citsae,zh_cn
马斯格雷夫,AUS000422000,citsae,zh_cn
Morawa,AUS000454000,citsae,zh_cn
Moolawatana,AUS000460000,citsae,zh_cn
米兰达,AUS000444000,citsae,zh_cn
Marion Downs,AUS000421000,citsae,zh_cn
Mitchell River,AUS000448000,citsae,zh_cn
马勒瓦,AUS000420000,citsae,zh_cn
莫鲁亚,AUS000093000,citsae,zh_cn
默里群岛,AUS000094000,citsae,zh_cn
Myroodah,AUS000445000,citsae,zh_cn
纳拉布里,AUS000095000,citsae,zh_cn
Naracoorte,AUS000249000,citsae,zh_cn
Nambucca Heads,AUS000228000,citsae,zh_cn
Nambour,AUS000468000,citsae,zh_cn
Sandstone,AUS000490000,citsae,zh_cn
扬（城）,AUS000251000,citsae,zh_cn
Nifty,AUS000469000,citsae,zh_cn
Noonkanbah,AUS000472000,citsae,zh_cn
