alias,code,vendor_type,language
牙克石市,CHN015007082,meiya_hotel,zh_cn
扎兰屯市,CHN015007083,meiya_hotel,zh_cn
额尔古纳市,CHN015007084,meiya_hotel,zh_cn
根河市,CHN015007085,meiya_hotel,zh_cn
巴彦淖尔,CHN015008000,meiya_hotel,zh_cn
临河区,CHN015008002,meiya_hotel,zh_cn
五原县,CHN015008021,meiya_hotel,zh_cn
磴口县,CHN015008022,meiya_hotel,zh_cn
乌拉特前旗,CHN015008023,meiya_hotel,zh_cn
乌拉特中旗,CHN015008024,meiya_hotel,zh_cn
乌拉特后旗,CHN015008025,meiya_hotel,zh_cn
杭锦后旗,CHN015008026,meiya_hotel,zh_cn
乌兰察布,CHN015009000,meiya_hotel,zh_cn
集宁区,CHN015009002,meiya_hotel,zh_cn
卓资县,CHN015009021,meiya_hotel,zh_cn
化德县,CHN015009022,meiya_hotel,zh_cn
商都县,CHN015009023,meiya_hotel,zh_cn
兴和县,CHN015009024,meiya_hotel,zh_cn
凉城县,CHN015009025,meiya_hotel,zh_cn
察哈尔右翼前旗,CHN015009026,meiya_hotel,zh_cn
察哈尔右翼中旗,CHN015009027,meiya_hotel,zh_cn
察哈尔右翼后旗,CHN015009028,meiya_hotel,zh_cn
四子王旗,CHN015009029,meiya_hotel,zh_cn
丰镇市,CHN015009081,meiya_hotel,zh_cn
兴安盟,CHN015022000,meiya_hotel,zh_cn
乌兰浩特,CHN015022001,meiya_hotel,zh_cn
阿尔山,CHN015022002,meiya_hotel,zh_cn
科尔沁右翼前旗,CHN015022021,meiya_hotel,zh_cn
科尔沁右翼中旗,CHN015022022,meiya_hotel,zh_cn
扎赉特旗,CHN015022023,meiya_hotel,zh_cn
突泉县,CHN015022024,meiya_hotel,zh_cn
锡林郭勒盟,CHN015025000,meiya_hotel,zh_cn
二连浩特,CHN015025001,meiya_hotel,zh_cn
锡林浩特,CHN015025002,meiya_hotel,zh_cn
阿巴嘎旗,CHN015025022,meiya_hotel,zh_cn
苏尼特左旗,CHN015025023,meiya_hotel,zh_cn
苏尼特右旗,CHN015025024,meiya_hotel,zh_cn
东乌珠穆沁旗,CHN015025025,meiya_hotel,zh_cn
西乌珠穆沁旗,CHN015025026,meiya_hotel,zh_cn
太仆寺旗,CHN015025027,meiya_hotel,zh_cn
镶黄旗,CHN015025028,meiya_hotel,zh_cn
正镶白旗,CHN015025029,meiya_hotel,zh_cn
正蓝旗,CHN015025030,meiya_hotel,zh_cn
多伦县,CHN015025031,meiya_hotel,zh_cn
阿拉善盟,CHN015029000,meiya_hotel,zh_cn
阿拉善左旗,CHN015029021,meiya_hotel,zh_cn
阿拉善右旗,CHN015029022,meiya_hotel,zh_cn
额济纳旗,CHN015029023,meiya_hotel,zh_cn
沈阳,CHN021001000,meiya_hotel,zh_cn
沈河区,CHN021001003,meiya_hotel,zh_cn
大东区,CHN021001004,meiya_hotel,zh_cn
皇姑区,CHN021001005,meiya_hotel,zh_cn
苏家屯区,CHN021001011,meiya_hotel,zh_cn
东陵区,CHN021001012,meiya_hotel,zh_cn
沈北新区,CHN021001013,meiya_hotel,zh_cn
于洪区,CHN021001014,meiya_hotel,zh_cn
辽中县,CHN021001022,meiya_hotel,zh_cn
康平县,CHN021001023,meiya_hotel,zh_cn
法库县,CHN021001024,meiya_hotel,zh_cn
新民市,CHN021001081,meiya_hotel,zh_cn
大连,CHN021002000,meiya_hotel,zh_cn
中山区,CHN021002002,meiya_hotel,zh_cn
西岗区,CHN021002003,meiya_hotel,zh_cn
沙河口区,CHN021002004,meiya_hotel,zh_cn
甘井子区,CHN021002011,meiya_hotel,zh_cn
旅顺口区,CHN021002012,meiya_hotel,zh_cn
金州区,CHN021002013,meiya_hotel,zh_cn
长海县,CHN021002024,meiya_hotel,zh_cn
瓦房店市,CHN021002081,meiya_hotel,zh_cn
普兰店市,CHN021002082,meiya_hotel,zh_cn
庄河市,CHN021002083,meiya_hotel,zh_cn
鞍山,CHN021003000,meiya_hotel,zh_cn
立山区,CHN021003004,meiya_hotel,zh_cn
千山区,CHN021003011,meiya_hotel,zh_cn
台安县,CHN021003021,meiya_hotel,zh_cn
岫岩满族自治县,CHN021003023,meiya_hotel,zh_cn
海城市,CHN021003081,meiya_hotel,zh_cn
抚顺,CHN021004000,meiya_hotel,zh_cn
新抚区,CHN021004002,meiya_hotel,zh_cn
东洲区,CHN021004003,meiya_hotel,zh_cn
望花区,CHN021004004,meiya_hotel,zh_cn
顺城区,CHN021004011,meiya_hotel,zh_cn
抚顺县,CHN021004021,meiya_hotel,zh_cn
新宾满族自治县,CHN021004022,meiya_hotel,zh_cn
清原满族自治县,CHN021004023,meiya_hotel,zh_cn
本溪,CHN021005000,meiya_hotel,zh_cn
平山区,CHN021005002,meiya_hotel,zh_cn
溪湖区,CHN021005003,meiya_hotel,zh_cn
明山区,CHN021005004,meiya_hotel,zh_cn
南芬区,CHN021005005,meiya_hotel,zh_cn
本溪满族自治县,CHN021005021,meiya_hotel,zh_cn
桓仁满族自治县,CHN021005022,meiya_hotel,zh_cn
丹东,CHN021006000,meiya_hotel,zh_cn
元宝区,CHN021006002,meiya_hotel,zh_cn
振兴区,CHN021006003,meiya_hotel,zh_cn
振安区,CHN021006004,meiya_hotel,zh_cn
宽甸满族自治县,CHN021006024,meiya_hotel,zh_cn
东港市,CHN021006081,meiya_hotel,zh_cn
凤城市,CHN021006082,meiya_hotel,zh_cn
锦州,CHN021007000,meiya_hotel,zh_cn
古塔区,CHN021007002,meiya_hotel,zh_cn
凌河区,CHN021007003,meiya_hotel,zh_cn
太和区,CHN021007011,meiya_hotel,zh_cn
黑山县,CHN021007026,meiya_hotel,zh_cn
义县,CHN021007027,meiya_hotel,zh_cn
凌海市,CHN021007081,meiya_hotel,zh_cn
北镇市,CHN021007082,meiya_hotel,zh_cn
营口,CHN021008000,meiya_hotel,zh_cn
鲅鱼圈区,CHN021008004,meiya_hotel,zh_cn
老边区,CHN021008011,meiya_hotel,zh_cn
盖州市,CHN021008081,meiya_hotel,zh_cn
大石桥市,CHN021008082,meiya_hotel,zh_cn
阜新,CHN021009000,meiya_hotel,zh_cn
海州区,CHN021009002,meiya_hotel,zh_cn
太平区,CHN021009004,meiya_hotel,zh_cn
清河门区,CHN021009005,meiya_hotel,zh_cn
细河区,CHN021009011,meiya_hotel,zh_cn
阜新蒙古族自治县,CHN021009021,meiya_hotel,zh_cn
彰武县,CHN021009022,meiya_hotel,zh_cn
辽阳,CHN021010000,meiya_hotel,zh_cn
白塔区,CHN021010002,meiya_hotel,zh_cn
文圣区,CHN021010003,meiya_hotel,zh_cn
宏伟区,CHN021010004,meiya_hotel,zh_cn
弓长岭区,CHN021010005,meiya_hotel,zh_cn
太子河区,CHN021010011,meiya_hotel,zh_cn
辽阳县,CHN021010021,meiya_hotel,zh_cn
灯塔市,CHN021010081,meiya_hotel,zh_cn
盘锦,CHN021011000,meiya_hotel,zh_cn
双台子区,CHN021011002,meiya_hotel,zh_cn
兴隆台区,CHN021011003,meiya_hotel,zh_cn
大洼县,CHN021011021,meiya_hotel,zh_cn
盘山县,CHN021011022,meiya_hotel,zh_cn
铁岭,CHN021012000,meiya_hotel,zh_cn
银州区,CHN021012002,meiya_hotel,zh_cn
铁岭县,CHN021012021,meiya_hotel,zh_cn
西丰县,CHN021012023,meiya_hotel,zh_cn
昌图县,CHN021012024,meiya_hotel,zh_cn
调兵山市,CHN021012081,meiya_hotel,zh_cn
开原市,CHN021012082,meiya_hotel,zh_cn
双塔区,CHN021013002,meiya_hotel,zh_cn
龙城区,CHN021013003,meiya_hotel,zh_cn
朝阳县,CHN021013021,meiya_hotel,zh_cn
建平县,CHN021013022,meiya_hotel,zh_cn
喀喇沁左翼蒙古族自治县,CHN021013024,meiya_hotel,zh_cn
北票市,CHN021013081,meiya_hotel,zh_cn
凌源市,CHN021013082,meiya_hotel,zh_cn
葫芦岛,CHN021014000,meiya_hotel,zh_cn
连山区,CHN021014002,meiya_hotel,zh_cn
龙港区,CHN021014003,meiya_hotel,zh_cn
南票区,CHN021014004,meiya_hotel,zh_cn
绥中县,CHN021014021,meiya_hotel,zh_cn
建昌县,CHN021014022,meiya_hotel,zh_cn
兴城,CHN021014081,meiya_hotel,zh_cn
长春,CHN022001000,meiya_hotel,zh_cn
南关区,CHN022001002,meiya_hotel,zh_cn
宽城区,CHN022001003,meiya_hotel,zh_cn
二道区,CHN022001005,meiya_hotel,zh_cn
绿园区,CHN022001006,meiya_hotel,zh_cn
双阳区,CHN022001012,meiya_hotel,zh_cn
