alias,code,vendor_type
阿默斯福特,NLD000AME000,ctrip_hotel
阿姆哈拉,ETH0000AH000,ctrip_hotel
阿姆克,USA000AOS000,ctrip_hotel
阿姆兰,YEM0000AM000,ctrip_hotel
阿姆斯特丹,NLD000AMS000,ctrip_hotel
阿姆斯特朗港,USA0LAPTL000,ctrip_hotel
阿纳,ASM000AAN000,ctrip_hotel
阿纳德尔,RUS000DYR000,ctrip_hotel
阿纳科斯蒂亚,USA000NDV000,ctrip_hotel
阿纳科特斯,USA0WAOTS000,ctrip_hotel
阿纳克图沃克,USA0AKAKP000,ctrip_hotel
阿纳姆,NLD000ARN000,ctrip_hotel
阿纳希姆,USA000ANA000,ctrip_hotel
阿尼亚克,USA0AKANI000,ctrip_hotel
阿涅比,CIV0000AG000,ctrip_hotel
阿努拉德普勒,LKA000ADP000,ctrip_hotel
阿帕克,UGA000APC000,ctrip_hotel
阿平顿,ZAF000UTN000,ctrip_hotel
阿珀尔多伦,NLD000APE000,ctrip_hotel
阿普尔瓦利,USA0CAAPV000,ctrip_hotel
阿普兰,USA0CACCB000,ctrip_hotel
阿普雷,VEN00000C000,ctrip_hotel
阿普里马克,PER0000AP000,ctrip_hotel
阿萨巴,MRT0000AS000,ctrip_hotel
阿散蒂,GHA0000AS000,ctrip_hotel
阿森,NLD000ASS000,ctrip_hotel
阿森斯,USA0OHATO000,ctrip_hotel
阿什杜德,ISR000ASH000,ctrip_hotel
阿什哈巴德市,TKM000ASB000,ctrip_hotel
阿什兰,USA0KYASX000,ctrip_hotel
阿什利,USA000ASY000,ctrip_hotel
阿什维尔,USA0NCAVL000,ctrip_hotel
阿斯伯里帕克,USA0NJARX000,ctrip_hotel
阿斯蒂,ITA000AST000,ctrip_hotel
阿斯科利皮切诺,ITA000ASP000,ctrip_hotel
阿斯彭,USA0COASE000,ctrip_hotel
阿斯塔纳市,KAZ000AST000,ctrip_hotel
阿斯特拉罕,RUS000AST000,ctrip_hotel
阿斯图利亚斯,ESP000AST000,ctrip_hotel
阿斯托里亚,USA000AST000,ctrip_hotel
阿斯旺,EGY000ASW000,ctrip_hotel
阿苏艾,ECU00000A000,ctrip_hotel
阿速坡,LAO0000AT000,ctrip_hotel
阿塔卡马大区,CHL0000AT000,ctrip_hotel
阿塔科拉,BEN0000AK000,ctrip_hotel
阿特卡,USA0AKAKB000,ctrip_hotel
阿特卡什克,USA0AKATK000,ctrip_hotel
阿特兰蒂达,HND0000AT000,ctrip_hotel
阿特劳,KAZ000ATY000,ctrip_hotel
阿图阿,ASM000ATU000,ctrip_hotel
阿图岛,USA0AKATU000,ctrip_hotel
阿瓦查潘,SLV0000AH000,ctrip_hotel
阿维拉,ESP000AVI000,ctrip_hotel
阿雅克修,FRA000AJA000,ctrip_hotel
阿亚库乔,PER0000AY000,ctrip_hotel
阿耶斯总统省,PRY0000PH000,ctrip_hotel
阿伊莱乌,TLS0000AL000,ctrip_hotel
阿伊纳罗,TLS0000AN000,ctrip_hotel
阿朱马尼,UGA000ADJ000,ctrip_hotel
埃达,USA0IDADT000,ctrip_hotel
埃德,NLD000EDE000,ctrip_hotel
埃德蒙顿,CAN000EDM000,ctrip_hotel
埃德纳贝,USA0AKEDA000,ctrip_hotel
埃迪尔内,TUR000EDI000,ctrip_hotel
埃尔奥罗,ECU00000O000,ctrip_hotel
埃尔布隆格,POL000ELB000,ctrip_hotel
埃尔多拉多,USA0ARELD000,ctrip_hotel
埃尔多拉多,USA0CAEDK000,ctrip_hotel
埃尔芬考夫,USA0AKELV000,ctrip_hotel
埃尔格约-马拉奎特,KEN000EMA000,ctrip_hotel
埃尔金斯,USA0AREKN000,ctrip_hotel
埃尔津詹,TUR000EZC000,ctrip_hotel
埃尔卡洪,USA0CACJN000,ctrip_hotel
埃尔科,USA0NVEKO000,ctrip_hotel
埃尔克城,USA0OKELK000,ctrip_hotel
埃尔克哈特,USA0INEKI000,ctrip_hotel
埃尔梅拉,TLS0000ER000,ctrip_hotel
埃尔蒙特,USA0CAEMT000,ctrip_hotel
埃尔帕拉伊索,HND0000PA000,ctrip_hotel
埃尔帕索,USA0TXELP000,ctrip_hotel
埃尔普罗格雷索,GTM0000PR000,ctrip_hotel
埃尔祖鲁姆,TUR000EZR000,ctrip_hotel
埃夫拉塔,USA0PAEPH000,ctrip_hotel
埃弗莱斯,USA0MNEVM000,ctrip_hotel
埃弗里特,USA0WAPAE000,ctrip_hotel
埃基巴斯图兹,KAZ000EKB000,ctrip_hotel
埃克塞特,GBRENGEXE000,ctrip_hotel
埃库克,USA0AKKKU000,ctrip_hotel
埃阔克,USA0AKKEK000,ctrip_hotel
埃拉泽,TUR000ELA000,ctrip_hotel
埃勒尔,USA000ERR000,ctrip_hotel
埃勒马尔,USA0AKELW000,ctrip_hotel
埃雷迪亚,CRI00000H000,ctrip_hotel
埃里温市,ARM000EVN000,ctrip_hotel
埃利姆,USA0AKELI000,ctrip_hotel
埃利斯塔,RUS000ESL000,ctrip_hotel
埃龙戈,NAM0000ER000,ctrip_hotel
埃伦斯堡,USA0WAELN000,ctrip_hotel
埃门,NLD000EMM000,ctrip_hotel
埃莫纳克,USA0AKEMK000,ctrip_hotel
埃莫西约,MEX000HMO000,ctrip_hotel
埃默里,USA0GAAHH000,ctrip_hotel
埃姆斯,USA0IAAMW000,ctrip_hotel
埃诺,BEL000WHT000,ctrip_hotel
埃佩切,MEX000CAM000,ctrip_hotel
埃奇伍德,USA0WIEDG000,ctrip_hotel
埃塞奎博群岛-西德梅拉拉,GUY0000EW000,ctrip_hotel
埃斯波,FIN000ESP000,ctrip_hotel
埃斯基谢希尔,TUR000ESK000,ctrip_hotel
埃斯卡纳巴,USA0MIESC000,ctrip_hotel
埃斯昆特拉,GTM0000ES000,ctrip_hotel
埃斯梅拉尔达斯,ECU00000E000,ctrip_hotel
埃斯帕尼奥拉,USA0NMESO000,ctrip_hotel
埃斯特利,NIC0000ES000,ctrip_hotel
埃斯特维尔,USA0IAEST000,ctrip_hotel
埃瓦,TON00000E000,ctrip_hotel
埃文代尔,USA0AZEVA000,ctrip_hotel
埃文帕克,USA000AVO000,ctrip_hotel
埃文斯顿,USA0WYEVD000,ctrip_hotel
埃文斯顿,USA0WYEVW000,ctrip_hotel
埃文斯维尔,USA0INEVV000,ctrip_hotel
埃希贝,USA000ICY000,ctrip_hotel
埃因霍芬,NLD000EIN000,ctrip_hotel
艾奥瓦城,USA0IAIOW000,ctrip_hotel
艾奥瓦福尔斯,USA0IAIFA000,ctrip_hotel
艾卜哈,SAU000AHB000,ctrip_hotel
艾达格罗夫,USA0IDIDG000,ctrip_hotel
艾达克,USA0AKADK000,ctrip_hotel
艾登,TUR000AYI000,ctrip_hotel
艾恩蒙廷,USA0MIIMT000,ctrip_hotel
艾恩伍德,USA0MIIWD000,ctrip_hotel
艾尔迈拉,USA0NYELM000,ctrip_hotel
艾尔亚奈,TUN0000AR000,ctrip_hotel
艾加伊勒泰,ASM000AIT000,ctrip_hotel
艾克斯,FRA000QXB000,ctrip_hotel
艾肯,USA0SCAIK000,ctrip_hotel
艾兰,USA000IRB000,ctrip_hotel
艾丽斯,USA000ALI000,ctrip_hotel
艾丽斯港,USA0AKPTC000,ctrip_hotel
艾丽斯维尔,USA0ALAIV000,ctrip_hotel
艾利弗山,ZAF000MAY000,ctrip_hotel
艾斯利普,USA0NYISP000,ctrip_hotel
艾许维尔,USA0NCAEV000,ctrip_hotel
艾因,ARE0000AL000,ctrip_hotel
艾因·德夫拉,DZA000ADE000,ctrip_hotel
艾因·蒂姆尚特,DZA000ATE000,ctrip_hotel
艾藻尔,IND000AJL000,ctrip_hotel
爱达荷福尔斯,USA0IDIDA000,ctrip_hotel
爱德华空军基地,USA000EDW000,ctrip_hotel
爱丁堡,GBRSCTEDH000,ctrip_hotel
爱尔巴桑,ALB0000EL000,ctrip_hotel
爱尔福特,DEU000ERF000,ctrip_hotel
爱莫利维尔,USA0CAJEM000,ctrip_hotel
爱媛,JPN000038000,ctrip_hotel
爱知,JPN000023000,ctrip_hotel
爱兹克劳克雷,LVA000AIZ000,ctrip_hotel
安贝诺,TLS0000AM000,ctrip_hotel
安布勒,USA0AKABL000,ctrip_hotel
安城市,KOR049ASG000,ctrip_hotel
安大略,USA0ORONO000,ctrip_hotel
安大略,USA0CAONT000,ctrip_hotel
安道尔城,AND000007000,ctrip_hotel
安德鲁斯,USA0SCADR000,ctrip_hotel
安德森,USA0TXAND000,ctrip_hotel
安德森,USA0SCAID000,ctrip_hotel
安东尼,USA000ANY000,ctrip_hotel
安东市,KOR043ADG000,ctrip_hotel
安哥拉城,USA000ANQ000,ctrip_hotel
安圭拉,USA000RFK000,ctrip_hotel
安吉尔法厄,USA0NMAXX000,ctrip_hotel
安吉利斯港,USA0WACLM000,ctrip_hotel
安集延,UZB0000AN000,ctrip_hotel
安卡拉,TUR000ANK000,ctrip_hotel
安卡什,PER0000AN000,ctrip_hotel
安科纳,ITA000AOI000,ctrip_hotel
安克雷奇,USA0AKANC000,ctrip_hotel
安曼,JOR0000AM000,ctrip_hotel
安纳巴,DZA000AAE000,ctrip_hotel
安纳波利斯,USA0MDANP000,ctrip_hotel
安纳乍能,THA000037000,ctrip_hotel
安娜堡,USA0MIARB000,ctrip_hotel
安妮斯顿,USA0MIANB000,ctrip_hotel
安妮特岛,USA0AKANN000,ctrip_hotel
安帕赖,LKA000AMP000,ctrip_hotel
安齐拉纳纳,MDG0000AS000,ctrip_hotel
安奇特卡,USA000AHT000,ctrip_hotel
安塞巴,ERI0000KE000,ctrip_hotel
安山市,KOR049ASN000,ctrip_hotel
安顺,MYS0PKTAS000,ctrip_hotel
安斯巴格,DEU000ANS000,ctrip_hotel
安斯沃思,USA000ANW000,ctrip_hotel
安索阿特吉,VEN00000B000,ctrip_hotel
安塔利亚,TUR000ANT000,ctrip_hotel
安特勒斯,USA000ATE000,ctrip_hotel
安特卫普,BEL000VAN000,ctrip_hotel
安提奥基亚,COL000ANT000,ctrip_hotel
安托法加斯塔大区,CHL0000AN000,ctrip_hotel
安维克,USA0AKANV000,ctrip_hotel
安养市,KOR049ANY000,ctrip_hotel
昂昆,USA0AKAGN000,ctrip_hotel
敖德萨,UKR000051000,ctrip_hotel
奥巴尔诺-克拉,SVN000OKR000,ctrip_hotel
奥本,USA0ALAUN000,ctrip_hotel
奥本,USA0MELEW000,ctrip_hotel
奥博克区,DJI00000O000,ctrip_hotel
奥博莫绍,NGA000OGB000,ctrip_hotel
奥布阿西,GHA000OBU000,ctrip_hotel
奥多棉吉,KHM0000OC000,ctrip_hotel
奥尔巴尼,AUS0WAALH000,ctrip_hotel
奥尔巴尼,USA0NYCVO000,ctrip_hotel
奥尔巴尼,USA0NYALB000,ctrip_hotel
奥尔巴尼,USA0GAABY000,ctrip_hotel
奥尔比亚,ITA000OLB000,ctrip_hotel
奥尔德城,USA0MEOLD000,ctrip_hotel
奥尔德港,USA0AKOLH000,ctrip_hotel
奥尔迪诺,AND000005000,ctrip_hotel
奥尔杜,TUR000ORD000,ctrip_hotel
奥尔顿,USA0ILALN000,ctrip_hotel
奥尔加湾,USA0AKKOY000,ctrip_hotel
奥尔金,CUB000011000,ctrip_hotel
奥尔良,FRA000ORR000,ctrip_hotel
奥尔尼,USA0MDOLY000,ctrip_hotel
奥尔什丁,POL000OLS000,ctrip_hotel
奥尔托,BOL000ALT000,ctrip_hotel
奥法利,IRL0000OF000,ctrip_hotel
奥夫雷贡城,MEX000OBR000,ctrip_hotel
奥弗兰公园,USA0KSOVL000,ctrip_hotel
奥格登,USA0UTOGD000,ctrip_hotel
奥格登斯堡,USA0NYOGS000,ctrip_hotel
奥格雷,LVA000OGR000,ctrip_hotel
奥格斯堡,DEU000AGB000,ctrip_hotel
奥古斯塔,USA0MEAUG000,ctrip_hotel
奥古斯塔,USA0GAAUT000,ctrip_hotel
奥古斯塔港,AUS0SAPUG000,ctrip_hotel
奥果韦-洛洛,GAB0000OL000,ctrip_hotel
奥果韦-伊温多,GAB0000OI000,ctrip_hotel
奥汉圭纳,NAM0000OW000,ctrip_hotel
奥胡斯,DNK0000AR000,ctrip_hotel
奥基乔比,USA000OBE000,ctrip_hotel
奥加拉拉,USA0NEOGA000,ctrip_hotel
奥卡拉,USA0FLOCF000,ctrip_hotel
奥卡万戈,NAM0000KV000,ctrip_hotel
奥科特佩克,HND0000OC000,ctrip_hotel
奥克港,USA000NUW000,ctrip_hotel
奥克港,USA0WAODW000,ctrip_hotel
奥克兰,USA0CAOAK000,ctrip_hotel
奥克兰,NZL000AUK000,ctrip_hotel
奥克马尔吉,USA0OKOKM000,ctrip_hotel
奥克斯纳德,USA0CAOXR000,ctrip_hotel
奥拉迪亚,ROU0000OR000,ctrip_hotel
奥兰,DZA000ORA000,ctrip_hotel
奥兰多,USA0FLORL000,ctrip_hotel
奥兰乔,HND0000OL000,ctrip_hotel
奥兰治,USA000OGB000,ctrip_hotel
奥里萨巴,MEX000ORI000,ctrip_hotel
奥里斯塔诺,ITA000QOS000,ctrip_hotel
奥利安,USA0NYOLE000,ctrip_hotel
奥利弗布朗奇,USA000OLV000,ctrip_hotel
奥廖尔,RUS000ORL000,ctrip_hotel
奥林匹亚,USA0WAOLM000,ctrip_hotel
奥卢,FIN000OLU000,ctrip_hotel
奥鲁罗,BOL000ORU000,ctrip_hotel
奥伦堡,RUS000ORE000,ctrip_hotel
奥伦塞,ESP000ORE000,ctrip_hotel
奥罗拉,USA0COAUX000,ctrip_hotel
奥罗拉,USA0ILAUZ000,ctrip_hotel
奥罗米亚,ETH0000OR000,ctrip_hotel
奥罗维尔,USA000OVE000,ctrip_hotel
奥洛穆茨,CZE0000OL000,ctrip_hotel
奥马哈,USA0NEOMA000,ctrip_hotel
奥马赫科,NAM0000OK000,ctrip_hotel
奥马克,USA000OMK000,ctrip_hotel
奥姆沙蒂,NAM0000OT000,ctrip_hotel
奥尼昂贝,USA0ORONN000,ctrip_hotel
奥尼昂塔,USA0NYONH000,ctrip_hotel
奥尼尔,USA0FLONL000,ctrip_hotel
奥珀卢萨斯,USA0LAOPL000,ctrip_hotel
奥普兰,NOR000005000,ctrip_hotel
奥乔宗蒂约巴,NAM0000OJ000,ctrip_hotel
奥沙纳,NAM0000ON000,ctrip_hotel
奥沙瓦,CAN000OSH000,ctrip_hotel
奥什,KGZ00000O000,ctrip_hotel
奥什科什,USA0WIOKS000,ctrip_hotel
奥什科什,USA0WIOSH000,ctrip_hotel
奥斯卡卢萨,USA0IAOOA000,ctrip_hotel
奥斯科达,USA000OSC000,ctrip_hotel
奥斯雷德涅斯洛文,SVN000OSR000,ctrip_hotel
奥斯陆市,NOR000003000,ctrip_hotel
奥斯塔,ITA000AOT000,ctrip_hotel
奥斯特罗文卡,POL000OSS000,ctrip_hotel
奥斯汀,USA0TXAUS000,ctrip_hotel
奥塔姆瓦,USA0IAOTM000,ctrip_hotel
奥托,USA000OTO000,ctrip_hotel
奥瓦通纳,USA0MNOWA000,ctrip_hotel
奥西奥拉,USA0FLOEO000,ctrip_hotel
奥西耶克-巴拉尼亚,HRV000014000,ctrip_hotel
奥希科托,NAM0000OO000,ctrip_hotel
奥兹恩基,USA0AKKOZ000,ctrip_hotel
奥佐纳,USA0TXOZA000,ctrip_hotel
八打灵,MYS0SLPJA000,ctrip_hotel
巴波卢,LBR000GBA000,ctrip_hotel
巴伯斯角,USA0HINAX000,ctrip_hotel
巴达霍斯,ESP000BJZ000,ctrip_hotel
巴东得腊,MYS0KDPGT000,ctrip_hotel
巴杜勒,LKA000BAD000,ctrip_hotel
巴恩韦尔,USA0SCBNL000,ctrip_hotel
巴尔的摩,USA0MDBAL000,ctrip_hotel
巴尔喀什,KAZ000BXH000,ctrip_hotel
巴尔坎,TKM00000B000,ctrip_hotel
巴尔瑙尔,RUS000BAX000,ctrip_hotel
巴尔腾,TUR000BAR000,ctrip_hotel
巴尔维,LVA000BAL000,ctrip_hotel
巴芬,CIV0000BF000,ctrip_hotel
巴甫洛达尔,KAZ000PAV000,ctrip_hotel
巴港,USA0MEBHB000,ctrip_hotel
巴格达,USA0AZBGT000,ctrip_hotel
巴格马蒂,NPL0000BA000,ctrip_hotel
巴哈,SAU0000BH000,ctrip_hotel
巴杰,TUN0000BJ000,ctrip_hotel
巴卡格兰德,USA000BCJ000,ctrip_hotel
巴克艾,USA0AZBXK000,ctrip_hotel
巴克拉,USA0AKBKC000,ctrip_hotel
巴克乌,ROU0000BA000,ctrip_hotel
巴拉瓜里,PRY0000PA000,ctrip_hotel
巴拉那,ARG000PRA000,ctrip_hotel
巴拉那,BRA0000PR000,ctrip_hotel
巴拉诺夫,USA0AKBNF000,ctrip_hotel
巴兰尼亚,HUN0000BA000,ctrip_hotel
巴勒克埃西尔,TUR000BAL000,ctrip_hotel
巴勒莫,ITA000PMO000,ctrip_hotel
巴雷,BFA000BAL000,ctrip_hotel
巴厘,IDN0000BA000,ctrip_hotel
巴黎,FRA000PAR000,ctrip_hotel
巴里,CAN000BAR000,ctrip_hotel
巴里,ITA000BRI000,ctrip_hotel
巴里马-瓦伊尼,GUY0000BW000,ctrip_hotel
巴里纳斯,VEN00000E000,ctrip_hotel
巴利阿里,ESP000BLR000,ctrip_hotel
巴利城,MEX000VHM000,ctrip_hotel
巴利亚多利德,ESP000VLL000,ctrip_hotel
巴林戈,KEN000BAR000,ctrip_hotel
巴伦西亚,ESP000VLC000,ctrip_hotel
巴罗,USA0AKBRW000,ctrip_hotel
巴马科首都区,MLI0000CD000,ctrip_hotel
巴明吉-班戈兰,CAF0000BB000,ctrip_hotel
巴姆,BFA000BAM000,ctrip_hotel
巴拿马城,USA0FLECP000,ctrip_hotel
巴奇-基什孔,HUN0000BK000,ctrip_hotel
巴塞尔城市,CHE0000BS000,ctrip_hotel
巴塞尔乡村,CHE0000BL000,ctrip_hotel
巴塞罗那,ESP000BCN000,ctrip_hotel
巴蜀,THA000077000,ctrip_hotel
巴斯,GBRENGBAS000,ctrip_hotel
巴特岛,USA0AKBTI000,ctrip_hotel
巴特尔克里克,USA0MIBTL000,ctrip_hotel
巴特尔芒廷,USA0NVBAM000,ctrip_hotel
巴特尔斯维尔,USA0OKBVO000,ctrip_hotel
巴特肯,KGZ00000B000,ctrip_hotel
巴特勒,USA0KYBUM000,ctrip_hotel
巴特曼,TUR000BAT000,ctrip_hotel
巴特纳,DZA000BAT000,ctrip_hotel
巴提奈地区,OMN0000BA000,ctrip_hotel
巴吞鲁日,USA0LABTR000,ctrip_hotel
巴吞他尼,THA000013000,ctrip_hotel
巴托,USA0FLBOW000,ctrip_hotel
巴瓦,BFA000BAN000,ctrip_hotel
巴西富地,MYS0KNPPU000,ctrip_hotel
巴西利亚,BRA000BSB000,ctrip_hotel
巴西马,MYS0KNPMA000,ctrip_hotel
巴亚尔塔港,MEX000PVR000,ctrip_hotel
巴亚马雷,ROU0000BM000,ctrip_hotel
巴彦洪格尔,MNG000069000,ctrip_hotel
巴彦乌勒盖,MNG000071000,ctrip_hotel
巴伊布尔特,TUR000BAY000,ctrip_hotel
巴伊亚,BRA0000BA000,ctrip_hotel
巴泽加,BFA000BAZ000,ctrip_hotel
巴真,THA000025000,ctrip_hotel
巴兹敦,USA0KYBRY000,ctrip_hotel
吧巴,MYS0SBPAP000,ctrip_hotel
白硫磺泉镇,USA0MTSSU000,ctrip_hotel
白马市,KHM0000KB000,ctrip_hotel
白沙,USA0NMWSD000,ctrip_hotel
白沙瓦,PAK000PEW000,ctrip_hotel
白山,USA0AKWMO000,ctrip_hotel
百乐,MYS0PGBER000,ctrip_hotel
柏林,DEU0000BE000,ctrip_hotel
柏林,USA0NHBML000,ctrip_hotel
柏斯海滩,USA0DEREH000,ctrip_hotel
柏威夏,KHM0000PR000,ctrip_hotel
拜蒂克洛,LKA000BTC000,ctrip_hotel
拜勒加,JOR0000BA000,ctrip_hotel
拜雷港,USA0AKKPY000,ctrip_hotel
拜林市,KHM0000PL000,ctrip_hotel
拜伊罗特,DEU000BYU000,ctrip_hotel
班伯里,AUS0WABUY000,ctrip_hotel
班布里奇,USA0GABGE000,ctrip_hotel
班登,USA0ORBDY000,ctrip_hotel
班迭棉吉,KHM0000BM000,ctrip_hotel
班戈,USA0MEBNQ000,ctrip_hotel
班戈,GBRWLSBAN000,ctrip_hotel
班吉直辖市,CAF000BGF000,ctrip_hotel
班加罗尔,IND000BLR000,ctrip_hotel
班宁,USA0CABNG000,ctrip_hotel
班斯卡-比斯特里察,SVK000BBY000,ctrip_hotel
半月湾,USA0CAHAF000,ctrip_hotel
邦,LBR0000BG000,ctrip_hotel
邦达马河谷,CIV0000VB000,ctrip_hotel
邦德利,USA0IDBYA000,ctrip_hotel
邦蒂富尔,USA0UTBTF000,ctrip_hotel
邦戈马,KEN000BUN000,ctrip_hotel
邦加－勿里洞群岛,IDN0000BB000,ctrip_hotel
磅清扬,KHM000KZC000,ctrip_hotel
磅士卑,KHM0000KO000,ctrip_hotel
磅同,KHM000KZK000,ctrip_hotel
磅湛,KHM0000KM000,ctrip_hotel
包德特,USA000BDE000,ctrip_hotel
包尔绍德-奥包乌伊-曾普伦,HUN0000BZ000,ctrip_hotel
包考,TLS0000BA000,ctrip_hotel
包斯卡,LVA000BAU000,ctrip_hotel
宝城郡,KOR048BSG000,ctrip_hotel
