alias,code,vendor_type,language
Ping Xiang Xian ,CHN013005032,meiya_hotel,en_us
Wei Xian ,CHN013005033,meiya_hotel,en_us
Qing He Xian ,CHN013005034,meiya_hotel,en_us
Lin Xi Xian ,CHN013005035,meiya_hotel,en_us
Nan Gong Shi ,CHN013005081,meiya_hotel,en_us
Sha He Shi ,CHN013005082,meiya_hotel,en_us
Bao Ding ,CHN013006000,meiya_hotel,en_us
Xin Shi Qu ,CHN013006002,meiya_hotel,en_us
Lai Shui Xian ,CHN013006023,meiya_hotel,en_us
Fu Ping Xian ,CHN013006024,meiya_hotel,en_us
Ding Xing Xian ,CHN013006026,meiya_hotel,en_us
Tang Xian ,CHN013006027,meiya_hotel,en_us
Gao Yang Xian ,CHN013006028,meiya_hotel,en_us
Rong Cheng Xian ,CHN013006029,meiya_hotel,en_us
Lai Yuan Xian ,CHN013006030,meiya_hotel,en_us
Wang Du Xian ,CHN013006031,meiya_hotel,en_us
An Xin Xian ,CHN013006032,meiya_hotel,en_us
Yi Xian ,CHN013006033,meiya_hotel,en_us
Qu Yang Xian ,CHN013006034,meiya_hotel,en_us
Li Xian ,CHN013006035,meiya_hotel,en_us
Shun Ping Xian ,CHN013006036,meiya_hotel,en_us
Bo Ye Xian ,CHN013006037,meiya_hotel,en_us
Xiong Xian ,CHN013006038,meiya_hotel,en_us
An Guo Shi ,CHN013006083,meiya_hotel,en_us
Gao Bei Dian Shi ,CHN013006084,meiya_hotel,en_us
Zhang Jia Kou ,CHN013007000,meiya_hotel,en_us
Xuan Hua Qu ,CHN013007005,meiya_hotel,en_us
Xia Hua Yuan Qu ,CHN013007006,meiya_hotel,en_us
Xuan Hua Xian ,CHN013007021,meiya_hotel,en_us
Zhang Bei Xian ,CHN013007022,meiya_hotel,en_us
Kang Bao Xian ,CHN013007023,meiya_hotel,en_us
Gu Yuan Xian ,CHN013007024,meiya_hotel,en_us
Shang Yi Xian ,CHN013007025,meiya_hotel,en_us
Wei Xian ,CHN013007026,meiya_hotel,en_us
Yang Yuan Xian ,CHN013007027,meiya_hotel,en_us
Huai An Xian ,CHN013007028,meiya_hotel,en_us
Wan Quan Xian ,CHN013007029,meiya_hotel,en_us
Huai Lai Xian ,CHN013007030,meiya_hotel,en_us
Zhuo Lu Xian ,CHN013007031,meiya_hotel,en_us
Chi Cheng Xian ,CHN013007032,meiya_hotel,en_us
Chong Li Xian ,CHN013007033,meiya_hotel,en_us
Cheng De ,CHN013008000,meiya_hotel,en_us
Shuang Qiao Qu ,CHN013008002,meiya_hotel,en_us
Shuang Luan Qu ,CHN013008003,meiya_hotel,en_us
Ying Shou Ying Zi Kuang Qu ,CHN013008004,meiya_hotel,en_us
Cheng De Xian ,CHN013008021,meiya_hotel,en_us
Xing Long Xian ,CHN013008022,meiya_hotel,en_us
Ping Quan Xian ,CHN013008023,meiya_hotel,en_us
Luan Ping Xian ,CHN013008024,meiya_hotel,en_us
Long Hua Xian ,CHN013008025,meiya_hotel,en_us
Feng Ning Man Zu Zi Zhi Xian ,CHN013008026,meiya_hotel,en_us
Kuan Cheng Man Zu Zi Zhi Xian ,CHN013008027,meiya_hotel,en_us
Wei Chang Man Zu Meng Gu Zu Zi Zhi Xian ,CHN013008028,meiya_hotel,en_us
Cang Zhou ,CHN013009000,meiya_hotel,en_us
Yun He Qu ,CHN013009003,meiya_hotel,en_us
Cang Xian ,CHN013009021,meiya_hotel,en_us
Qing Xian ,CHN013009022,meiya_hotel,en_us
Dong Guang Xian ,CHN013009023,meiya_hotel,en_us
Hai Xing Xian ,CHN013009024,meiya_hotel,en_us
Yan Shan Xian ,CHN013009025,meiya_hotel,en_us
Su Ning Xian ,CHN013009026,meiya_hotel,en_us
Nan Pi Xian ,CHN013009027,meiya_hotel,en_us
Wu Qiao Xian ,CHN013009028,meiya_hotel,en_us
Xian Xian ,CHN013009029,meiya_hotel,en_us
Meng Cun Hui Zu Zi Zhi Xian ,CHN013009030,meiya_hotel,en_us
Bo Tou Shi ,CHN013009081,meiya_hotel,en_us
Ren Qiu Shi ,CHN013009082,meiya_hotel,en_us
Huang Hua Shi ,CHN013009083,meiya_hotel,en_us
He Jian Shi ,CHN013009084,meiya_hotel,en_us
Lang Fang ,CHN013010000,meiya_hotel,en_us
An Ci Qu ,CHN013010002,meiya_hotel,en_us
Guang Yang Qu ,CHN013010003,meiya_hotel,en_us
Gu An Xian ,CHN013010022,meiya_hotel,en_us
Yong Qing Xian ,CHN013010023,meiya_hotel,en_us
Xiang He Xian ,CHN013010024,meiya_hotel,en_us
Da Cheng Xian ,CHN013010025,meiya_hotel,en_us
Wen An Xian ,CHN013010026,meiya_hotel,en_us
Da Chang Hui Zu Zi Zhi Xian ,CHN013010028,meiya_hotel,en_us
Ba Zhou Shi ,CHN013010081,meiya_hotel,en_us
San He Shi ,CHN013010082,meiya_hotel,en_us
Heng Shui ,CHN013011000,meiya_hotel,en_us
Tao Cheng Qu ,CHN013011002,meiya_hotel,en_us
Zao Qiang Xian ,CHN013011021,meiya_hotel,en_us
Wu Yi Xian ,CHN013011022,meiya_hotel,en_us
Wu Qiang Xian ,CHN013011023,meiya_hotel,en_us
Rao Yang Xian ,CHN013011024,meiya_hotel,en_us
An Ping Xian ,CHN013011025,meiya_hotel,en_us
Gu Cheng Xian ,CHN013011026,meiya_hotel,en_us
Jing Xian ,CHN013011027,meiya_hotel,en_us
Fu Cheng Xian ,CHN013011028,meiya_hotel,en_us
Ji Zhou Shi ,CHN013011081,meiya_hotel,en_us
Shen Zhou Shi ,CHN013011082,meiya_hotel,en_us
Tai Yuan ,CHN014001000,meiya_hotel,en_us
Xiao Dian Qu ,CHN014001005,meiya_hotel,en_us
Ying Ze Qu ,CHN014001006,meiya_hotel,en_us
Xing Hua Ling Qu ,CHN014001007,meiya_hotel,en_us
Jian Cao Ping Qu ,CHN014001008,meiya_hotel,en_us
Wan Bai Lin Qu ,CHN014001009,meiya_hotel,en_us
Jin Yuan Qu ,CHN014001010,meiya_hotel,en_us
Qing Xu Xian ,CHN014001021,meiya_hotel,en_us
Yang Qu Xian ,CHN014001022,meiya_hotel,en_us
Lou Fan Xian ,CHN014001023,meiya_hotel,en_us
Gu Jiao Shi ,CHN014001081,meiya_hotel,en_us
Da Tong ,CHN014002000,meiya_hotel,en_us
Nan Jiao Qu ,CHN014002011,meiya_hotel,en_us
Xin Rong Qu ,CHN014002012,meiya_hotel,en_us
Yang Gao Xian ,CHN014002021,meiya_hotel,en_us
Tian Zhen Xian ,CHN014002022,meiya_hotel,en_us
Guang Ling Xian ,CHN014002023,meiya_hotel,en_us
Ling Qiu Xian ,CHN014002024,meiya_hotel,en_us
Hun Yuan Xian ,CHN014002025,meiya_hotel,en_us
Zuo Yun Xian ,CHN014002026,meiya_hotel,en_us
Da Tong Xian ,CHN014002027,meiya_hotel,en_us
Yang Quan ,CHN014003000,meiya_hotel,en_us
Ping Ding Xian ,CHN014003021,meiya_hotel,en_us
Yu Xian ,CHN014003022,meiya_hotel,en_us
Chang Zhi ,CHN014004000,meiya_hotel,en_us
Chang Zhi Xian ,CHN014004021,meiya_hotel,en_us
Xiang Yuan Xian ,CHN014004023,meiya_hotel,en_us
Tun Liu Xian ,CHN014004024,meiya_hotel,en_us
Ping Shun Xian ,CHN014004025,meiya_hotel,en_us
Li Cheng Xian ,CHN014004026,meiya_hotel,en_us
Hu Guan Xian ,CHN014004027,meiya_hotel,en_us
Chang Zi Xian ,CHN014004028,meiya_hotel,en_us
Wu Xiang Xian ,CHN014004029,meiya_hotel,en_us
Qin Xian ,CHN014004030,meiya_hotel,en_us
Qin Yuan Xian ,CHN014004031,meiya_hotel,en_us
Lu Cheng Shi ,CHN014004081,meiya_hotel,en_us
Jin Cheng ,CHN014005000,meiya_hotel,en_us
Qin Shui Xian ,CHN014005021,meiya_hotel,en_us
Yang Cheng Xian ,CHN014005022,meiya_hotel,en_us
Ling Chuan Xian ,CHN014005024,meiya_hotel,en_us
Ze Zhou Xian ,CHN014005025,meiya_hotel,en_us
Gao Ping Shi ,CHN014005081,meiya_hotel,en_us
Shuo Zhou ,CHN014006000,meiya_hotel,en_us
Shuo Cheng Qu ,CHN014006002,meiya_hotel,en_us
Ping Lu Qu ,CHN014006003,meiya_hotel,en_us
Shan Yin Xian ,CHN014006021,meiya_hotel,en_us
Ying Xian ,CHN014006022,meiya_hotel,en_us
You Yu Xian ,CHN014006023,meiya_hotel,en_us
Huai Ren Xian ,CHN014006024,meiya_hotel,en_us
Jin Zhong ,CHN014007000,meiya_hotel,en_us
Yu Ci Qu ,CHN014007002,meiya_hotel,en_us
Yu She Xian ,CHN014007021,meiya_hotel,en_us
Zuo Quan Xian ,CHN014007022,meiya_hotel,en_us
He Shun Xian ,CHN014007023,meiya_hotel,en_us
Xi Yang Xian ,CHN014007024,meiya_hotel,en_us
Shou Yang Xian ,CHN014007025,meiya_hotel,en_us
Tai Gu Xian ,CHN014007026,meiya_hotel,en_us
Qi Xian ,CHN014007027,meiya_hotel,en_us
Ping Yao Xian ,CHN014007028,meiya_hotel,en_us
Ling Shi Xian ,CHN014007029,meiya_hotel,en_us
Jie Xiu Shi ,CHN014007081,meiya_hotel,en_us
Yun Cheng ,CHN014008000,meiya_hotel,en_us
Yan Hu Qu ,CHN014008002,meiya_hotel,en_us
Lin Yi Xian ,CHN014008021,meiya_hotel,en_us
Wan Rong Xian ,CHN014008022,meiya_hotel,en_us
Wen Xi Xian ,CHN014008023,meiya_hotel,en_us
Ji Shan Xian ,CHN014008024,meiya_hotel,en_us
Xin Jiang Xian ,CHN014008025,meiya_hotel,en_us
Jiang Xian ,CHN014008026,meiya_hotel,en_us
Yuan Qu Xian ,CHN014008027,meiya_hotel,en_us
Xia Xian ,CHN014008028,meiya_hotel,en_us
Ping Lu Xian ,CHN014008029,meiya_hotel,en_us
Rui Cheng Xian ,CHN014008030,meiya_hotel,en_us
Yong Ji Shi ,CHN014008081,meiya_hotel,en_us
He Jin Shi ,CHN014008082,meiya_hotel,en_us
Xin Zhou ,CHN014009000,meiya_hotel,en_us
Xin Fu Qu ,CHN014009002,meiya_hotel,en_us
Ding Xiang Xian ,CHN014009021,meiya_hotel,en_us
Wu Tai Xian ,CHN014009022,meiya_hotel,en_us
Dai Xian ,CHN014009023,meiya_hotel,en_us
Fan Zhi Xian ,CHN014009024,meiya_hotel,en_us
Ning Wu Xian ,CHN014009025,meiya_hotel,en_us
Jing Le Xian ,CHN014009026,meiya_hotel,en_us
Shen Chi Xian ,CHN014009027,meiya_hotel,en_us
Wu Zhai Xian ,CHN014009028,meiya_hotel,en_us
Ke Lan Xian ,CHN014009029,meiya_hotel,en_us
He Qu Xian ,CHN014009030,meiya_hotel,en_us
Bao De Xian ,CHN014009031,meiya_hotel,en_us
Pian Guan Xian ,CHN014009032,meiya_hotel,en_us
Yuan Ping Shi ,CHN014009081,meiya_hotel,en_us
Lin Fen ,CHN014010000,meiya_hotel,en_us
Yao Du Qu ,CHN014010002,meiya_hotel,en_us
Qu Wo Xian ,CHN014010021,meiya_hotel,en_us
Yi Cheng Xian ,CHN014010022,meiya_hotel,en_us
Xiang Fen Xian ,CHN014010023,meiya_hotel,en_us
Hong Dong Xian ,CHN014010024,meiya_hotel,en_us
Gu Xian ,CHN014010025,meiya_hotel,en_us
An Ze Xian ,CHN014010026,meiya_hotel,en_us
Fu Shan Xian ,CHN014010027,meiya_hotel,en_us
Ji Xian ,CHN014010028,meiya_hotel,en_us
Xiang Ning Xian ,CHN014010029,meiya_hotel,en_us
Da Ning Xian ,CHN014010030,meiya_hotel,en_us
Xi Xian ,CHN014010031,meiya_hotel,en_us
Yong He Xian ,CHN014010032,meiya_hotel,en_us
Pu Xian ,CHN014010033,meiya_hotel,en_us
Fen Xi Xian ,CHN014010034,meiya_hotel,en_us
Hou Ma Shi ,CHN014010081,meiya_hotel,en_us
Huo Zhou Shi ,CHN014010082,meiya_hotel,en_us
Lv Liang ,CHN014011000,meiya_hotel,en_us
Li Shi Qu ,CHN014011002,meiya_hotel,en_us
Wen Shui Xian ,CHN014011021,meiya_hotel,en_us
Jiao Cheng Xian ,CHN014011022,meiya_hotel,en_us
Xing Xian ,CHN014011023,meiya_hotel,en_us
Lin Xian ,CHN014011024,meiya_hotel,en_us
Liu Lin Xian ,CHN014011025,meiya_hotel,en_us
Shi Lou Xian ,CHN014011026,meiya_hotel,en_us
Lan Xian ,CHN014011027,meiya_hotel,en_us
Fang Shan Xian ,CHN014011028,meiya_hotel,en_us
Zhong Yang Xian ,CHN014011029,meiya_hotel,en_us
Jiao Kou Xian ,CHN014011030,meiya_hotel,en_us
Xiao Yi Shi ,CHN014011081,meiya_hotel,en_us
Fen Yang Shi ,CHN014011082,meiya_hotel,en_us
Hu He Hao Te ,CHN015001000,meiya_hotel,en_us
Hui Min Qu ,CHN015001003,meiya_hotel,en_us
Yu Quan Qu ,CHN015001004,meiya_hotel,en_us
Sai Han Qu ,CHN015001005,meiya_hotel,en_us
Tu Mo Te Zuo Qi ,CHN015001021,meiya_hotel,en_us
Tuo Ke Tuo Xian ,CHN015001022,meiya_hotel,en_us
He Lin Ge Er Xian ,CHN015001023,meiya_hotel,en_us
Qing Shui He Xian ,CHN015001024,meiya_hotel,en_us
Wu Chuan Xian ,CHN015001025,meiya_hotel,en_us
Bao Tou ,CHN015002000,meiya_hotel,en_us
Dong He Qu ,CHN015002002,meiya_hotel,en_us
Kun Du Lun Qu ,CHN015002003,meiya_hotel,en_us
Shi Guai Qu ,CHN015002005,meiya_hotel,en_us
Bai Yun E Bo Kuang Qu ,CHN015002006,meiya_hotel,en_us
Jiu Yuan Qu ,CHN015002007,meiya_hotel,en_us
Tu Mo Te You Qi ,CHN015002021,meiya_hotel,en_us
Gu Yang Xian ,CHN015002022,meiya_hotel,en_us
Da Er Han Mao Ming An Lian He Qi ,CHN015002023,meiya_hotel,en_us
Wu Hai ,CHN015003000,meiya_hotel,en_us
Hai Bo Wan Qu ,CHN015003002,meiya_hotel,en_us
Hai Nan Qu ,CHN015003003,meiya_hotel,en_us
Wu Da Qu ,CHN015003004,meiya_hotel,en_us
Chi Feng ,CHN015004000,meiya_hotel,en_us
Hong Shan Qu ,CHN015004002,meiya_hotel,en_us
Yuan Bao Shan Qu ,CHN015004003,meiya_hotel,en_us
Song Shan Qu ,CHN015004004,meiya_hotel,en_us
A Lu Ke Er Qin Qi ,CHN015004021,meiya_hotel,en_us
Ba Lin Zuo Qi ,CHN015004022,meiya_hotel,en_us
Ba Lin You Qi ,CHN015004023,meiya_hotel,en_us
Lin Xi Xian ,CHN015004024,meiya_hotel,en_us
Ke Shi Ke Teng Qi ,CHN015004025,meiya_hotel,en_us
Weng Niu Te Qi ,CHN015004026,meiya_hotel,en_us
Ka La Qin Qi ,CHN015004028,meiya_hotel,en_us
Ning Cheng Xian ,CHN015004029,meiya_hotel,en_us
Ao Han Qi ,CHN015004030,meiya_hotel,en_us
Tong Liao ,CHN015005000,meiya_hotel,en_us
Ke Er Qin Qu ,CHN015005002,meiya_hotel,en_us
Ke Er Qin Zuo Yi Zhong Qi ,CHN015005021,meiya_hotel,en_us
Ke Er Qin Zuo Yi Hou Qi ,CHN015005022,meiya_hotel,en_us
Kai Lu Xian ,CHN015005023,meiya_hotel,en_us
Ku Lun Qi ,CHN015005024,meiya_hotel,en_us
Nai Man Qi ,CHN015005025,meiya_hotel,en_us
Zha Lu Te Qi ,CHN015005026,meiya_hotel,en_us
Huo Lin Guo Le Shi ,CHN015005081,meiya_hotel,en_us
E Er Duo Si ,CHN015006000,meiya_hotel,en_us
Dong Sheng Qu ,CHN015006002,meiya_hotel,en_us
Da La Te Qi ,CHN015006021,meiya_hotel,en_us
Zhun Ge Er Qi ,CHN015006022,meiya_hotel,en_us
E Tuo Ke Qian Qi ,CHN015006023,meiya_hotel,en_us
E Tuo Ke Qi ,CHN015006024,meiya_hotel,en_us
Hang Jin Qi ,CHN015006025,meiya_hotel,en_us
Wu Shen Qi ,CHN015006026,meiya_hotel,en_us
Yi Jin Huo Luo Qi ,CHN015006027,meiya_hotel,en_us
Hu Lun Bei Er ,CHN015007000,meiya_hotel,en_us
Hai La Er Qu ,CHN015007002,meiya_hotel,en_us
A Rong Qi ,CHN015007021,meiya_hotel,en_us
Mo Li Da Wa Da Wo Er Zu Zi Zhi Qi ,CHN015007022,meiya_hotel,en_us
E Lun Chun Zi Zhi Qi ,CHN015007023,meiya_hotel,en_us
E Wen Ke Zu Zi Zhi Qi ,CHN015007024,meiya_hotel,en_us
Chen Ba Er Hu Qi ,CHN015007025,meiya_hotel,en_us
Xin Ba Er Hu Zuo Qi ,CHN015007026,meiya_hotel,en_us
Xin Ba Er Hu You Qi ,CHN015007027,meiya_hotel,en_us
Man Zhou Li Shi ,CHN015007081,meiya_hotel,en_us
Ya Ke Shi Shi ,CHN015007082,meiya_hotel,en_us
Zha Lan Tun Shi ,CHN015007083,meiya_hotel,en_us
E Er Gu Na Shi ,CHN015007084,meiya_hotel,en_us
Gen He Shi ,CHN015007085,meiya_hotel,en_us
Ba Yan Ne Er ,CHN015008000,meiya_hotel,en_us
Lin He Qu ,CHN015008002,meiya_hotel,en_us
Wu Yuan Xian ,CHN015008021,meiya_hotel,en_us
Deng Kou Xian ,CHN015008022,meiya_hotel,en_us
Wu La Te Qian Qi ,CHN015008023,meiya_hotel,en_us
Wu La Te Zhong Qi ,CHN015008024,meiya_hotel,en_us
Wu La Te Hou Qi ,CHN015008025,meiya_hotel,en_us
Hang Jin Hou Qi ,CHN015008026,meiya_hotel,en_us
Wu Lan Cha Bu ,CHN015009000,meiya_hotel,en_us
Ji Ning Qu ,CHN015009002,meiya_hotel,en_us
Zhuo Zi Xian ,CHN015009021,meiya_hotel,en_us
Hua De Xian ,CHN015009022,meiya_hotel,en_us
Shang Du Xian ,CHN015009023,meiya_hotel,en_us
Xing He Xian ,CHN015009024,meiya_hotel,en_us
Liang Cheng Xian ,CHN015009025,meiya_hotel,en_us
Cha Ha Er You Yi Qian Qi ,CHN015009026,meiya_hotel,en_us
Cha Ha Er You Yi Zhong Qi ,CHN015009027,meiya_hotel,en_us
Cha Ha Er You Yi Hou Qi ,CHN015009028,meiya_hotel,en_us
Si Zi Wang Qi ,CHN015009029,meiya_hotel,en_us
Feng Zhen Shi ,CHN015009081,meiya_hotel,en_us
Xing An ,CHN015022000,meiya_hotel,en_us
Wu Lan Hao Te Shi ,CHN015022001,meiya_hotel,en_us
A Er Shan Shi ,CHN015022002,meiya_hotel,en_us
Ke Er Qin You Yi Qian Qi ,CHN015022021,meiya_hotel,en_us
Ke Er Qin You Yi Zhong Qi ,CHN015022022,meiya_hotel,en_us
Zha Lai Te Qi ,CHN015022023,meiya_hotel,en_us
Tu Quan Xian ,CHN015022024,meiya_hotel,en_us
Xi Lin Guo Le ,CHN015025000,meiya_hotel,en_us
Er Lian Hao Te Shi ,CHN015025001,meiya_hotel,en_us
Xi Lin Hao Te Shi ,CHN015025002,meiya_hotel,en_us
A Ba Ga Qi ,CHN015025022,meiya_hotel,en_us
Su Ni Te Zuo Qi ,CHN015025023,meiya_hotel,en_us
Su Ni Te You Qi ,CHN015025024,meiya_hotel,en_us
Dong Wu Zhu Mu Qin Qi ,CHN015025025,meiya_hotel,en_us
Xi Wu Zhu Mu Qin Qi ,CHN015025026,meiya_hotel,en_us
Tai Pu Si Qi ,CHN015025027,meiya_hotel,en_us
Xiang Huang Qi ,CHN015025028,meiya_hotel,en_us
Zheng Xiang Bai Qi ,CHN015025029,meiya_hotel,en_us
Zheng Lan Qi ,CHN015025030,meiya_hotel,en_us
Duo Lun Xian ,CHN015025031,meiya_hotel,en_us
A La Shan ,CHN015029000,meiya_hotel,en_us
A La Shan Zuo Qi ,CHN015029021,meiya_hotel,en_us
A La Shan You Qi ,CHN015029022,meiya_hotel,en_us
E Ji Na Qi ,CHN015029023,meiya_hotel,en_us
Shen Yang ,CHN021001000,meiya_hotel,en_us
Shen He Qu ,CHN021001003,meiya_hotel,en_us
Da Dong Qu ,CHN021001004,meiya_hotel,en_us
Huang Gu Qu ,CHN021001005,meiya_hotel,en_us
Su Jia Tun Qu ,CHN021001011,meiya_hotel,en_us
Dong Ling Qu ,CHN021001012,meiya_hotel,en_us
Shen Bei Xin Qu ,CHN021001013,meiya_hotel,en_us
Yu Hong Qu ,CHN021001014,meiya_hotel,en_us
Liao Zhong Xian ,CHN021001022,meiya_hotel,en_us
Kang Ping Xian ,CHN021001023,meiya_hotel,en_us
Fa Ku Xian ,CHN021001024,meiya_hotel,en_us
Xin Min Shi ,CHN021001081,meiya_hotel,en_us
Da Lian ,CHN021002000,meiya_hotel,en_us
Zhong Shan Qu ,CHN021002002,meiya_hotel,en_us
Xi Gang Qu ,CHN021002003,meiya_hotel,en_us
Sha He Kou Qu ,CHN021002004,meiya_hotel,en_us
Gan Jing Zi Qu ,CHN021002011,meiya_hotel,en_us
Lv Shun Kou Qu ,CHN021002012,meiya_hotel,en_us
Jin Zhou Qu ,CHN021002013,meiya_hotel,en_us
Chang Hai Xian ,CHN021002024,meiya_hotel,en_us
Wa Fang Dian Shi ,CHN021002081,meiya_hotel,en_us
Pu Lan Dian Shi ,CHN021002082,meiya_hotel,en_us
Zhuang He Shi ,CHN021002083,meiya_hotel,en_us
An Shan ,CHN021003000,meiya_hotel,en_us
Li Shan Qu ,CHN021003004,meiya_hotel,en_us
Qian Shan Qu ,CHN021003011,meiya_hotel,en_us
Tai An Xian ,CHN021003021,meiya_hotel,en_us
Xiu Yan Man Zu Zi Zhi Xian ,CHN021003023,meiya_hotel,en_us
Hai Cheng Shi ,CHN021003081,meiya_hotel,en_us
Fu Shun ,CHN021004000,meiya_hotel,en_us
Xin Fu Qu ,CHN021004002,meiya_hotel,en_us
Dong Zhou Qu ,CHN021004003,meiya_hotel,en_us
